,ticker,ceo,website,industry_category,industry_group,sec_filings
1286,MERC,David M. Gandossi,www.mercerint.com,Consumer NonDurables,Paper & Paper Products,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MERC&owner=exclude&action=getcompany
1287,MET,Steven Albert Kandarian,www.metlife.com,Insurance,Life Insurance,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MET&owner=exclude&action=getcompany
1288,MFA,William S. Gorin,www.mfafinancial.com,Real Estate,REIT - Diversified,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MFA&owner=exclude&action=getcompany
1289,MG,Sotirios J. Vahaviolos,www.mistrasgroup.com,Diversified Services,Security & Protection Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MG&owner=exclude&action=getcompany
1290,MGEE,Jeffrey M. Keebler,www.mgeenergy.com,Utilities,Diversified Utilities,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MGEE&owner=exclude&action=getcompany
1291,MGLN,Barry M. Smith,www.magellanhealth.com,Health Services,Health Care Plans,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MGLN&owner=exclude&action=getcompany
1292,MGM,James Joseph Murren,www.mgmresorts.com,Leisure,Resorts & Casinos,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MGM&owner=exclude&action=getcompany
1293,MGNX,Scott E. Koenig,www.macrogenics.com,Drugs,Biotechnology,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MGNX&owner=exclude&action=getcompany
1294,MGP,James C. Stewart,www.mgmgrowthproperties.com,Real Estate,REIT - Hotel/Motel,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MGP&owner=exclude&action=getcompany
1295,MGPI,Augustus C. Griffin,www.mgpingredients.com,Food & Beverage,Beverages - Wineries & Distillers,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MGPI&owner=exclude&action=getcompany
1296,MGRC,Joseph F. Hanna,www.mgrc.com,Diversified Services,Rental & Leasing Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MGRC&owner=exclude&action=getcompany
1297,MHK,Jeffrey S. Lorberbaum,www.mohawkind.com,Consumer Durables,Home Furnishings & Fixtures,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MHK&owner=exclude&action=getcompany
1298,MHO,Robert H. Schottenstein,www.mihomes.com,Materials & Construction,Residential Construction,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MHO&owner=exclude&action=getcompany
1299,MIC,James Hooke,www.macquarie.com/mic,Transportation,"Air Services, Other",https://www.sec.gov/cgi-bin/browse-edgar?CIK=MIC&owner=exclude&action=getcompany
1300,MIDD,Selim A. Bassoul,www.middleby.com,Manufacturing,Diversified Machinery,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MIDD&owner=exclude&action=getcompany
1301,MIK,Chuck Rubin,www.michaels.com,Specialty Retail,"Specialty Retail, Other",https://www.sec.gov/cgi-bin/browse-edgar?CIK=MIK&owner=exclude&action=getcompany
1302,MIME,Peter Cyril Bauer,www.mimecast.com,Computer Software & Services,Application Software,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MIME&owner=exclude&action=getcompany
1303,MINI,Erik Olsson,www.mobilemini.com,Consumer NonDurables,Packaging & Containers,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MINI&owner=exclude&action=getcompany
1304,MKC,Lawrence Erik Kurzius,www.mccormickcorporation.com,Food & Beverage,Processed & Packaged Goods,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MKC&owner=exclude&action=getcompany
1305,MKL,Thomas Sinnickson Gayner,www.markelcorp.com,Insurance,Property & Casualty Insurance,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MKL&owner=exclude&action=getcompany
1306,MKSI,Gerard G. Colella,www.mksinst.com,Electronics,Scientific & Technical Instruments,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MKSI&owner=exclude&action=getcompany
1307,MKTX,Richard M. McVey,www.marketaxess.com,Financial Services,Investment Brokerage - National,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MKTX&owner=exclude&action=getcompany
1308,MLAB,John James Sullivan,www.mesalabs.com,Health Services,Medical Instruments & Supplies,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MLAB&owner=exclude&action=getcompany
1309,MLHR,Brian C. Walker,www.hermanmiller.com,Consumer Durables,Business Equipment,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MLHR&owner=exclude&action=getcompany
1310,MLI,Gregory L. Christopher,www.muellerindustries.com,Manufacturing,Metal Fabrication,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MLI&owner=exclude&action=getcompany
1311,MLM,C. Howard Nye,www.martinmarietta.com,Materials & Construction,General Building Materials,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MLM&owner=exclude&action=getcompany
1312,MLNX,Eyal D. Waldman,www.mellanox.com,Electronics,Semiconductor - Broad Line,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MLNX&owner=exclude&action=getcompany
1313,MMC,Daniel S. Glaser,www.mmc.com,Insurance,Insurance Brokers,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MMC&owner=exclude&action=getcompany
1314,MMI,Hessam Nadji,www.marcusmillichap.com,Real Estate,Real Estate Development,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MMI&owner=exclude&action=getcompany
1315,MMM,Inge G. Thulin,www.3m.com,Manufacturing,Diversified Machinery,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MMM&owner=exclude&action=getcompany
1316,MMP,Michael N. Mears,www.magellanlp.com,Energy,Oil & Gas Pipelines,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MMP&owner=exclude&action=getcompany
1317,MMS,Richard A. Montoni,www.maximus.com,Diversified Services,Business Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MMS&owner=exclude&action=getcompany
1318,MMSI,Fred P. Lampropoulos,www.merit.com,Health Services,Medical Instruments & Supplies,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MMSI&owner=exclude&action=getcompany
1319,MNK,Mark C. Trudeau,www.mallinckrodt.com,Drugs,Drugs - Generic,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MNK&owner=exclude&action=getcompany
1320,MNR,Michael P. Landy,www.mreic.com,Real Estate,REIT - Industrial,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MNR&owner=exclude&action=getcompany
1321,MNRO,John W. van Heel,www.monro.com,Automotive,Auto Parts,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MNRO&owner=exclude&action=getcompany
1322,MNST,Rodney Cyril Sacks,www.monsterbevcorp.com,Food & Beverage,Beverages - Soft Drinks,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MNST&owner=exclude&action=getcompany
1323,MNTA,Craig A. Wheeler,www.momentapharma.com,Drugs,Drugs - Generic,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MNTA&owner=exclude&action=getcompany
1324,MO,Martin J. Barrington,www.altria.com,Tobacco,Cigarettes,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MO&owner=exclude&action=getcompany
1325,MOD,Thomas Andrew Burke,www.modine.com,Automotive,Auto Parts,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MOD&owner=exclude&action=getcompany
1326,MOG.B,John R. Scannell,www.moog.com,Manufacturing,Diversified Machinery,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MOG.B&owner=exclude&action=getcompany
1327,MOH,J. Mario Molina,www.molinahealthcare.com,Health Services,Health Care Plans,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MOH&owner=exclude&action=getcompany
1328,MORN,Kunal Kapoor,www.corporate.morningstar.com,Computer Software & Services,Information & Delivery Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MORN&owner=exclude&action=getcompany
1329,MOS,James Calvin O'Rourke,www.mosaicco.com,Chemicals,Agricultural Chemicals,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MOS&owner=exclude&action=getcompany
1330,MOV,Efraim Grinberg,www.movadogroup.com,Consumer Durables,"Recreational Goods, Other",https://www.sec.gov/cgi-bin/browse-edgar?CIK=MOV&owner=exclude&action=getcompany
1331,MPC,Gary R. Heminger,www.marathonpetroleum.com,Energy,Oil & Gas Refining & Marketing,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MPC&owner=exclude&action=getcompany
1332,MPLX,Gary R. Heminger,www.mplx.com,Energy,Oil & Gas Pipelines,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MPLX&owner=exclude&action=getcompany
1333,MPW,Edward K. Aldag,www.medicalpropertiestrust.com,Real Estate,REIT - Healthcare Facilities,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MPW&owner=exclude&action=getcompany
1334,MPWR,Michael R. Hsing,www.monolithicpower.com,Electronics,Semiconductor - Specialized,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MPWR&owner=exclude&action=getcompany
1335,MPX,Richard A. Hubbell,www.marineproductscorp.com,Automotive,Recreational Vehicles,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MPX&owner=exclude&action=getcompany
1336,MRC,Andrew R. Lane,www.mrcglobal.com,Energy,Oil & Gas Equipment & Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MRC&owner=exclude&action=getcompany
1337,MRCY,Mark Aslett,www.mrcy.com,Computer Hardware,Computer Peripherals,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MRCY&owner=exclude&action=getcompany
1338,MRK,Kenneth C. Frazier,www.merck.com,Drugs,Drug Manufacturers - Major,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MRK&owner=exclude&action=getcompany
1339,MRO,Lee M. Tillman,www.marathonoil.com,Energy,Independent Oil & Gas,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MRO&owner=exclude&action=getcompany
1340,MRTN,Randolph L. Marten,www.marten.com,Transportation,Trucking,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MRTN&owner=exclude&action=getcompany
1341,MRTX,Charles M. Baum,www.mirati.com,Drugs,Biotechnology,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MRTX&owner=exclude&action=getcompany
1342,MRVL,Matthew J. Murphy,www.marvell.com,Electronics,Semiconductor - Integrated Circuits,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MRVL&owner=exclude&action=getcompany
1343,MS,James Patrick Gorman,www.morganstanley.com,Financial Services,Investment Brokerage - National,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MS&owner=exclude&action=getcompany
1344,MSA,William M. Lambert,www.msasafety.com,Diversified Services,Security & Protection Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MSA&owner=exclude&action=getcompany
1345,MSBI,Leon J. Holschbach,www.midlandsb.com,Banking,Regional - Mid-Atlantic Banks,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MSBI&owner=exclude&action=getcompany
1346,MSCI,Henry A. Fernandez,www.msci.com,Telecommunications,Processing Systems & Products,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MSCI&owner=exclude&action=getcompany
1347,MSEX,Dennis W. Doll,www.middlesexwater.com,Utilities,Water Utilities,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MSEX&owner=exclude&action=getcompany
1348,MSFT,Satya Nadella,www.microsoft.com,Computer Software & Services,Business Software & Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MSFT&owner=exclude&action=getcompany
1349,MSG,David Justin O'Connor,www.themadisonsquaregardencompany.com,Media,Entertainment - Diversified,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MSG&owner=exclude&action=getcompany
1350,MSGN,Andrea Greenberg,www.msgnetworks.com,Media,CATV Systems,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MSGN&owner=exclude&action=getcompany
1351,MSI,Gregory Q. Brown,www.motorolasolutions.com,Telecommunications,Communication Equipment,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MSI&owner=exclude&action=getcompany
1352,MSM,Erik David Gershwind,www.mscdirect.com,Wholesale,Industrial Equipment Wholesale,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MSM&owner=exclude&action=getcompany
1353,MSTR,Michael J. Saylor,www.microstrategy.com,Computer Software & Services,Application Software,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MSTR&owner=exclude&action=getcompany
1354,MTB,Robert G. Wilmers,www.mtb.com,Banking,Regional - Northeast Banks,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MTB&owner=exclude&action=getcompany
1355,MTCH,Gregory R. Blatt,www.matchgroupinc.com,Internet,Internet Information Providers,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MTCH&owner=exclude&action=getcompany
1356,MTD,Olivier A. Filliol,www.us.mt.com,Health Services,Medical Instruments & Supplies,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MTD&owner=exclude&action=getcompany
1357,MTDR,Joseph William Foran,www.matadorresources.com,Energy,Independent Oil & Gas,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MTDR&owner=exclude&action=getcompany
1358,MTG,Patrick Sinks,mtg.mgic.com,Insurance,Property & Casualty Insurance,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MTG&owner=exclude&action=getcompany
1359,MTH,Steven J. Hilton,www.meritagehomes.com,Materials & Construction,Residential Construction,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MTH&owner=exclude&action=getcompany
1360,MTN,Rob Katz,www.vailresorts.com,Leisure,Resorts & Casinos,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MTN&owner=exclude&action=getcompany
1361,MTOR,Jeffrey A. Craig,www.meritor.com,Automotive,Auto Parts,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MTOR&owner=exclude&action=getcompany
1362,MTRN,Jugal K. Vijayvargiya,www.materion.com,Metals & Mining,Industrial Metals & Minerals,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MTRN&owner=exclude&action=getcompany
1363,MTRX,John R. Hewitt,www.matrixservicecompany.com,Energy,Oil & Gas Equipment & Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MTRX&owner=exclude&action=getcompany
1364,MTSC,Jeffrey A. Graves,www.mts.com,Electronics,Scientific & Technical Instruments,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MTSC&owner=exclude&action=getcompany
1365,MTSI,John R. Croteau,www.macomtech.com,Electronics,Semiconductor - Broad Line,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MTSI&owner=exclude&action=getcompany
1366,MTW,Barry L. Pennypacker,www.manitowoc.com,Manufacturing,Farm & Construction Machinery,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MTW&owner=exclude&action=getcompany
1367,MTX,Douglas T. Dietrich,www.mineralstech.com,Chemicals,Chemicals - Major Diversified,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MTX&owner=exclude&action=getcompany
1368,MTZ,JosÃ© RamÃ³n Mas,www.mastec.com,Materials & Construction,Heavy Construction,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MTZ&owner=exclude&action=getcompany
1369,MU,D. Mark Durcan,www.micron.com,Electronics,Semiconductor- Memory Chips,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MU&owner=exclude&action=getcompany
1370,MUR,Roger W. Jenkins,www.murphyoilcorp.com,Energy,Independent Oil & Gas,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MUR&owner=exclude&action=getcompany
1371,MUSA,R. Andrew Clyde,www.murphyusa.com,Specialty Retail,"Specialty Retail, Other",https://www.sec.gov/cgi-bin/browse-edgar?CIK=MUSA&owner=exclude&action=getcompany
1372,MUX,Robert Ross McEwen,www.mcewenmining.com,Metals & Mining,Gold,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MUX&owner=exclude&action=getcompany
1373,MWA,J. Scott Hall,www.muellerwaterproducts.com,Manufacturing,Industrial Equipment & Components,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MWA&owner=exclude&action=getcompany
1374,MXIM,TunÃ§ Doluca,www.maximintegrated.com,Electronics,Semiconductor - Broad Line,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MXIM&owner=exclude&action=getcompany
1375,MXL,Kishore V. Seendripu,www.maxlinear.com,Electronics,Semiconductor - Integrated Circuits,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MXL&owner=exclude&action=getcompany
1376,MYE,R. David Banyard,www.myersindustries.com,Consumer NonDurables,Rubber & Plastics,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MYE&owner=exclude&action=getcompany
1377,MYGN,Mark C. Capone,www.myriad.com,Diversified Services,Research Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MYGN&owner=exclude&action=getcompany
1378,MYL,Heather M. Bresch,www.mylan.com,Drugs,Drugs - Generic,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MYL&owner=exclude&action=getcompany
1379,MYOK,Anastasios E. Gianakakos,www.myokardia.com,Drugs,Biotechnology,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MYOK&owner=exclude&action=getcompany
1380,MYRG,Richard S. Swartz,www.myrgroup.com,Materials & Construction,General Contractors,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MYRG&owner=exclude&action=getcompany
1381,NANO,Timothy J. Stultz,www.nanometrics.com,Electronics,Semiconductor Equipment & Materials,https://www.sec.gov/cgi-bin/browse-edgar?CIK=NANO&owner=exclude&action=getcompany
1382,NATI,Alexander M. Davern,www.ni.com,Computer Software & Services,Technical & System Software,https://www.sec.gov/cgi-bin/browse-edgar?CIK=NATI&owner=exclude&action=getcompany
1383,NAV,Troy A. Clarke,www.navistar.com,Automotive,Trucks & Other Vehicles,https://www.sec.gov/cgi-bin/browse-edgar?CIK=NAV&owner=exclude&action=getcompany
1384,NAVG,Stanley Adam Galanski,www.navg.com,Insurance,Property & Casualty Insurance,https://www.sec.gov/cgi-bin/browse-edgar?CIK=NAVG&owner=exclude&action=getcompany
1385,NAVI,John F. Remondi,www.navient.com,Financial Services,Credit Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=NAVI&owner=exclude&action=getcompany
1386,NBHC,G. Timothy Laney,www.nationalbankholdings.com,Banking,Regional - Midwest Banks,https://www.sec.gov/cgi-bin/browse-edgar?CIK=NBHC&owner=exclude&action=getcompany
1387,NBIX,Kevin Charles Gorman,www.neurocrine.com,Drugs,Drugs - Generic,https://www.sec.gov/cgi-bin/browse-edgar?CIK=NBIX&owner=exclude&action=getcompany
1388,NBL,David L. Stover,www.nobleenergyinc.com,Energy,Independent Oil & Gas,https://www.sec.gov/cgi-bin/browse-edgar?CIK=NBL&owner=exclude&action=getcompany
1389,NBLX,Terry R. Gerhart,www.NBLMidstream.com,Energy,Oil & Gas Pipelines,https://www.sec.gov/cgi-bin/browse-edgar?CIK=NBLX&owner=exclude&action=getcompany
1390,NBR,Anthony G. Petrello,www.nabors.com,Energy,Oil & Gas Drilling & Exploration,https://www.sec.gov/cgi-bin/browse-edgar?CIK=NBR&owner=exclude&action=getcompany
1391,NBTB,John H. Watt,www.nbtbancorp.com,Banking,Regional - Northeast Banks,https://www.sec.gov/cgi-bin/browse-edgar?CIK=NBTB&owner=exclude&action=getcompany
1392,NCI,Julie M. Howard,www.navigant.com,Diversified Services,Management Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=NCI&owner=exclude&action=getcompany
1393,NCLH,Frank J. Del Rio,www.nclhltdinvestor.com,Leisure,Resorts & Casinos,https://www.sec.gov/cgi-bin/browse-edgar?CIK=NCLH&owner=exclude&action=getcompany
1394,NCMI,Andrew J. England,www.ncm.com,Media,Marketing Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=NCMI&owner=exclude&action=getcompany
1395,NCR,William R. Nuti,www.ncr.com,Computer Software & Services,Information Technology Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=NCR&owner=exclude&action=getcompany
1396,NCS,Norman C. Chambers,www.ncilp.com,Materials & Construction,General Building Materials,https://www.sec.gov/cgi-bin/browse-edgar?CIK=NCS&owner=exclude&action=getcompany
1397,NCSM,nm,nm,Energy,Oil & Gas Equipment & Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=NCSM&owner=exclude&action=getcompany
1398,NDAQ,Adena T. Friedman,www.nasdaq.com,Financial Services,Diversified Investments,https://www.sec.gov/cgi-bin/browse-edgar?CIK=NDAQ&owner=exclude&action=getcompany
1399,NDSN,Michael F. Hilton,www.nordson.com,Manufacturing,Diversified Machinery,https://www.sec.gov/cgi-bin/browse-edgar?CIK=NDSN&owner=exclude&action=getcompany
1400,NE,David W. Williams,www.noblecorp.com,Energy,Oil & Gas Drilling & Exploration,https://www.sec.gov/cgi-bin/browse-edgar?CIK=NE&owner=exclude&action=getcompany
1401,NEE,James L. Robo,www.nexteraenergy.com,Utilities,Electric Utilities,https://www.sec.gov/cgi-bin/browse-edgar?CIK=NEE&owner=exclude&action=getcompany
1402,NEM,Gary J. Goldberg,www.newmont.com,Metals & Mining,Gold,https://www.sec.gov/cgi-bin/browse-edgar?CIK=NEM&owner=exclude&action=getcompany
1403,NEO,Douglas M. Van Oort,www.neogenomics.com,Health Services,Medical Laboratories & Research,https://www.sec.gov/cgi-bin/browse-edgar?CIK=NEO&owner=exclude&action=getcompany
1404,NEOG,James L. Herbert,www.neogen.com,Drugs,Diagnostic Substances,https://www.sec.gov/cgi-bin/browse-edgar?CIK=NEOG&owner=exclude&action=getcompany
1405,NEP,James L. Robo,www.nexteraenergypartners.com,Utilities,Diversified Utilities,https://www.sec.gov/cgi-bin/browse-edgar?CIK=NEP&owner=exclude&action=getcompany
