,ticker,ceo,website,industry_category,industry_group,sec_filings
1128,KELYA,Carl T. Camden,www.kellyservices.com,Diversified Services,Staffing & Outsourcing Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=KELYA&owner=exclude&action=getcompany
1129,KEM,Per-Olof L̦̦f,www.kemet.com,Electronics,Diversified Electronics,https://www.sec.gov/cgi-bin/browse-edgar?CIK=KEM&owner=exclude&action=getcompany
1130,KEX,David W. Grzebinski,www.kirbycorp.com,Transportation,Shipping,https://www.sec.gov/cgi-bin/browse-edgar?CIK=KEX&owner=exclude&action=getcompany
1131,KEY,Beth Elaine Mooney,www.key.com,Banking,Regional - Midwest Banks,https://www.sec.gov/cgi-bin/browse-edgar?CIK=KEY&owner=exclude&action=getcompany
1132,KEYS,Ron Nersesian,www.keysight.com,Electronics,Scientific & Technical Instruments,https://www.sec.gov/cgi-bin/browse-edgar?CIK=KEYS&owner=exclude&action=getcompany
1133,KFRC,David L. Dunkel,www.kforce.com,Diversified Services,Staffing & Outsourcing Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=KFRC&owner=exclude&action=getcompany
1134,KFY,Gary D. Burnison,www.kornferry.com,Diversified Services,Staffing & Outsourcing Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=KFY&owner=exclude&action=getcompany
1135,KHC,Bernardo Vieira Hees,www.kraftheinzcompany.com,Food & Beverage,Food - Major Diversified,https://www.sec.gov/cgi-bin/browse-edgar?CIK=KHC&owner=exclude&action=getcompany
1136,KIM,Conor C. Flynn,www.kimcorealty.com,Real Estate,REIT - Retail,https://www.sec.gov/cgi-bin/browse-edgar?CIK=KIM&owner=exclude&action=getcompany
1137,KKR,Henry R. Kravis,www.kkr.com,Financial Services,Asset Management,https://www.sec.gov/cgi-bin/browse-edgar?CIK=KKR&owner=exclude&action=getcompany
1138,KLAC,Richard P. Wallace,www.kla-tencor.com,Electronics,Semiconductor Equipment & Materials,https://www.sec.gov/cgi-bin/browse-edgar?CIK=KLAC&owner=exclude&action=getcompany
1139,KLIC,Fusen Ernie Chen,www.kns.com,Electronics,Semiconductor Equipment & Materials,https://www.sec.gov/cgi-bin/browse-edgar?CIK=KLIC&owner=exclude&action=getcompany
1140,KMB,Thomas J. Falk,www.kimberly-clark.com,Consumer NonDurables,Personal Products,https://www.sec.gov/cgi-bin/browse-edgar?CIK=KMB&owner=exclude&action=getcompany
1141,KMI,Steven J. Kean,www.kindermorgan.com,Energy,Oil & Gas Pipelines,https://www.sec.gov/cgi-bin/browse-edgar?CIK=KMI&owner=exclude&action=getcompany
1142,KMPR,Joseph P. Lacher,www.kemper.com,Insurance,Property & Casualty Insurance,https://www.sec.gov/cgi-bin/browse-edgar?CIK=KMPR&owner=exclude&action=getcompany
1143,KMT,Ronald M. DeFeo,www.kennametal.com,Manufacturing,Machine Tools & Accessories,https://www.sec.gov/cgi-bin/browse-edgar?CIK=KMT&owner=exclude&action=getcompany
1144,KMX,Bill Nash,www.carmax.com,Specialty Retail,Auto Dealerships,https://www.sec.gov/cgi-bin/browse-edgar?CIK=KMX&owner=exclude&action=getcompany
1145,KN,Jeffrey S. Niew,www.knowles.com,Telecommunications,Communication Equipment,https://www.sec.gov/cgi-bin/browse-edgar?CIK=KN&owner=exclude&action=getcompany
1146,KNL,Andrew B. Cogan,www.knoll.com,Consumer Durables,Business Equipment,https://www.sec.gov/cgi-bin/browse-edgar?CIK=KNL&owner=exclude&action=getcompany
1147,KNSL,Michael P. Kehoe,www.kinsalecapitalgroup.com,Insurance,Property & Casualty Insurance,https://www.sec.gov/cgi-bin/browse-edgar?CIK=KNSL&owner=exclude&action=getcompany
1148,KNX,Richard Stocking,www.swifttrans.com,Transportation,Trucking,https://www.sec.gov/cgi-bin/browse-edgar?CIK=KNX&owner=exclude&action=getcompany
1149,KO,Ahmet Muhtar Kent,www.coca-colacompany.com,Food & Beverage,Beverages - Soft Drinks,https://www.sec.gov/cgi-bin/browse-edgar?CIK=KO&owner=exclude&action=getcompany
1150,KOP,Leroy M. Ball,www.koppers.com,Chemicals,Specialty Chemicals,https://www.sec.gov/cgi-bin/browse-edgar?CIK=KOP&owner=exclude&action=getcompany
1151,KOS,Andrew G. Inglis,www.kosmosenergy.com,Energy,Independent Oil & Gas,https://www.sec.gov/cgi-bin/browse-edgar?CIK=KOS&owner=exclude&action=getcompany
1152,KPTI,Michael G. Kauffman,www.karyopharm.com,Drugs,Drugs - Generic,https://www.sec.gov/cgi-bin/browse-edgar?CIK=KPTI&owner=exclude&action=getcompany
1153,KR,W. Rodney McMullen,www.kroger.com,Retail,Grocery Stores,https://www.sec.gov/cgi-bin/browse-edgar?CIK=KR&owner=exclude&action=getcompany
1154,KRA,Kevin Michael Fogarty,www.kraton.com,Chemicals,Specialty Chemicals,https://www.sec.gov/cgi-bin/browse-edgar?CIK=KRA&owner=exclude&action=getcompany
1155,KRC,John B. Kilroy,www.kilroyrealty.com,Real Estate,REIT - Office,https://www.sec.gov/cgi-bin/browse-edgar?CIK=KRC&owner=exclude&action=getcompany
1156,KREF,nm,nm,Real Estate,REIT - Diversified,https://www.sec.gov/cgi-bin/browse-edgar?CIK=KREF&owner=exclude&action=getcompany
1157,KRG,John A. Kite,www.kiterealty.com,Real Estate,REIT - Retail,https://www.sec.gov/cgi-bin/browse-edgar?CIK=KRG&owner=exclude&action=getcompany
1158,KRNY,Craig L. Montanaro,www.kearnybank.com,Banking,Savings & Loans,https://www.sec.gov/cgi-bin/browse-edgar?CIK=KRNY&owner=exclude&action=getcompany
1159,KRO,Robert D. Graham,www.kronostio2.com,Chemicals,Specialty Chemicals,https://www.sec.gov/cgi-bin/browse-edgar?CIK=KRO&owner=exclude&action=getcompany
1160,KSS,Kevin Mansell,www.kohls.com,Retail,Department Stores,https://www.sec.gov/cgi-bin/browse-edgar?CIK=KSS&owner=exclude&action=getcompany
1161,KSU,Patrick J. Ottensmeyer,www.kcsouthern.com,Transportation,Railroads,https://www.sec.gov/cgi-bin/browse-edgar?CIK=KSU&owner=exclude&action=getcompany
1162,KTOS,Eric M. DeMarco,www.kratosdefense.com,Diversified Services,Security & Protection Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=KTOS&owner=exclude&action=getcompany
1163,KW,William J. McMorrow,www.kennedywilson.com,Real Estate,Property Management,https://www.sec.gov/cgi-bin/browse-edgar?CIK=KW&owner=exclude&action=getcompany
1164,KWR,Michael F. Barry,www.quakerchem.com,Chemicals,Specialty Chemicals,https://www.sec.gov/cgi-bin/browse-edgar?CIK=KWR&owner=exclude&action=getcompany
1165,L,Jim Tisch,www.loews.com,Insurance,Property & Casualty Insurance,https://www.sec.gov/cgi-bin/browse-edgar?CIK=L&owner=exclude&action=getcompany
1166,LABL,Vadis A. Rodato,www.multicolorcorp.com,Diversified Services,Business Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LABL&owner=exclude&action=getcompany
1167,LAD,Bryan B. DeBoer,www.lithia.com,Specialty Retail,Auto Dealerships,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LAD&owner=exclude&action=getcompany
1168,LADR,Brian Richard Harris,www.laddercapital.com,Real Estate,REIT - Diversified,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LADR&owner=exclude&action=getcompany
1169,LAMR,Kevin P. Reilly,www.lamar.com,Real Estate,REIT - Diversified,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LAMR&owner=exclude&action=getcompany
1170,LANC,John B. Gerlach,www.lancastercolony.com,Food & Beverage,Food - Major Diversified,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LANC&owner=exclude&action=getcompany
1171,LASR,N/A,N/A,nm,nm,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LASR&owner=exclude&action=getcompany
1172,LAUR,nm,nm,Diversified Services,Education & Training Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LAUR&owner=exclude&action=getcompany
1173,LAZ,Kenneth Marc Jacobs,www.lazard.com,Financial Services,Asset Management,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LAZ&owner=exclude&action=getcompany
1174,LB,Leslie Herbert Wexner,www.lb.com,Retail,Apparel Stores,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LB&owner=exclude&action=getcompany
1175,LBAI,Thomas J. Shara,www.lakelandbank.com,Banking,Regional - Northeast Banks,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LBAI&owner=exclude&action=getcompany
1176,LBC,N/A,N/A,nm,nm,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LBC&owner=exclude&action=getcompany
1177,LBRDA,Gregory B. Maffei,www.libertybroadband.com,Media,Broadcasting - TV,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LBRDA&owner=exclude&action=getcompany
1178,LBRT,nm,nm,Energy,Oil & Gas Equipment & Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LBRT&owner=exclude&action=getcompany
1179,LBTYA,Mike Thomas Fries,www.libertyglobal.com,Media,CATV Systems,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LBTYA&owner=exclude&action=getcompany
1180,LC,Scott C. Sanborn,www.lendingclub.com,Financial Services,Credit Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LC&owner=exclude&action=getcompany
1181,LCII,Jason D. Lippert,http://www.drewindustries.com,Automotive,Recreational Vehicles,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LCII&owner=exclude&action=getcompany
1182,LDL,Dale G. Barnhart,www.lydall.com,Automotive,Auto Parts,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LDL&owner=exclude&action=getcompany
1183,LDOS,Roger A. Krone,www.leidos.com,Computer Software & Services,Information & Delivery Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LDOS&owner=exclude&action=getcompany
1184,LEA,Matthew J. Simoncini,www.lear.com,Automotive,Auto Parts,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LEA&owner=exclude&action=getcompany
1185,LECO,Christopher L. Mapes,www.lincolnelectric.com,Manufacturing,Small Tools & Accessories,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LECO&owner=exclude&action=getcompany
1186,LEG,Karl G. Glassman,www.leggett.com,Consumer Durables,Home Furnishings & Fixtures,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LEG&owner=exclude&action=getcompany
1187,LEN,Stuart A. Miller,www.lennar.com,Materials & Construction,Residential Construction,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LEN&owner=exclude&action=getcompany
1188,LFUS,David W. Heinzmann,www.littelfuse.com,Wholesale,Electronics Wholesale,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LFUS&owner=exclude&action=getcompany
1189,LGF.A,Jon Feltheimer,http://www.lionsgate.com,Media,Entertainment - Diversified,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LGF.A&owner=exclude&action=getcompany
1190,LGIH,Eric Thomas Lipar,www.lgihomes.com,Real Estate,Real Estate Development,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LGIH&owner=exclude&action=getcompany
1191,LGND,John L. Higgins,www.ligand.com,Drugs,Biotechnology,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LGND&owner=exclude&action=getcompany
1192,LH,David P. King,www.labcorp.com,Health Services,Medical Laboratories & Research,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LH&owner=exclude&action=getcompany
1193,LHCG,Keith G. Myers,www.lhcgroup.com,Health Services,Home Health Care,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LHCG&owner=exclude&action=getcompany
1194,LII,Todd M. Bluedorn,www.lennoxinternational.com,Manufacturing,Diversified Machinery,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LII&owner=exclude&action=getcompany
1195,LILA,N/A,N/A,nm,nm,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LILA&owner=exclude&action=getcompany
1196,LIND,Sven-Olof Lindblad,www.expeditions.com,Consumer Durables,"Recreational Goods, Other",https://www.sec.gov/cgi-bin/browse-edgar?CIK=LIND&owner=exclude&action=getcompany
1197,LION,James B. Miller,www.fidelitysouthern.com,Banking,Regional - Mid-Atlantic Banks,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LION&owner=exclude&action=getcompany
1198,LITE,Alan S. Lowe,N/A,Telecommunications,Communication Equipment,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LITE&owner=exclude&action=getcompany
1199,LIVN,Damien McDonald,www.livanova.com,Health Services,Medical Appliances & Equipment,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LIVN&owner=exclude&action=getcompany
1200,LKFN,David M. Findlay,www.lakecitybank.com,Banking,Regional - Midwest Banks,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LKFN&owner=exclude&action=getcompany
1201,LKQ,Robert L. Wagman,www.lkqcorp.com,Automotive,Auto Parts,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LKQ&owner=exclude&action=getcompany
1202,LLL,Michael T. Strianese,www.l3t.com,Aerospace/Defense,Aerospace/Defense Products & Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LLL&owner=exclude&action=getcompany
1203,LLNW,Robert A. Lento,www.limelight.com,Internet,Internet Information Providers,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LLNW&owner=exclude&action=getcompany
1204,LLY,David A. Ricks,www.lilly.com,Drugs,Drug Manufacturers - Major,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LLY&owner=exclude&action=getcompany
1205,LM,Joseph A. Sullivan,www.leggmason.com,Financial Services,Asset Management,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LM&owner=exclude&action=getcompany
1206,LMAT,George W. LeMaitre,www.lemaitre.com,Health Services,Medical Instruments & Supplies,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LMAT&owner=exclude&action=getcompany
1207,LMNX,Nachum Shamir,www.luminexcorp.com,Health Services,Medical Instruments & Supplies,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LMNX&owner=exclude&action=getcompany
1208,LMT,Marillyn A. Hewson,www.lockheedmartin.com,Aerospace/Defense,Aerospace/Defense Products & Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LMT&owner=exclude&action=getcompany
1209,LNC,Dennis R. Glass,www.lfg.com,Insurance,Life Insurance,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LNC&owner=exclude&action=getcompany
1210,LNG,Jack A. Fusco,www.cheniere.com/about-us/cheniere-energy/,Energy,Oil & Gas Pipelines,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LNG&owner=exclude&action=getcompany
1211,LNN,Richard W. Parod,www.lindsay.com,Manufacturing,Farm & Construction Machinery,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LNN&owner=exclude&action=getcompany
1212,LNT,Patricia Leonard Kampling,www.alliantenergy.com,Utilities,Electric Utilities,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LNT&owner=exclude&action=getcompany
1213,LNTH,Mary Anne Heino,www.lantheus.com,Health Services,Medical Appliances & Equipment,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LNTH&owner=exclude&action=getcompany
1214,LOB,Chip Mahan,www.liveoakbank.com,Banking,Savings & Loans,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LOB&owner=exclude&action=getcompany
1215,LOGI,Bracken P. Darrell,www.logitech.com,Computer Hardware,Computer Peripherals,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LOGI&owner=exclude&action=getcompany
1216,LOGM,William Raymond Wagner,www.logmeininc.com,Computer Software & Services,Application Software,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LOGM&owner=exclude&action=getcompany
1217,LOPE,Brian E. Mueller,www.gcu.edu,Diversified Services,Education & Training Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LOPE&owner=exclude&action=getcompany
1218,LORL,Avi Katz,www.loral.com,Telecommunications,Communication Equipment,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LORL&owner=exclude&action=getcompany
1219,LOW,Robert A. Niblock,www.lowes.com,Retail,Home Improvement Stores,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LOW&owner=exclude&action=getcompany
1220,LPI,Randy A. Foutch,www.laredopetro.com,Energy,Independent Oil & Gas,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LPI&owner=exclude&action=getcompany
1221,LPLA,Dan Hogan Arnold,www.lpl.com,Financial Services,Investment Brokerage - National,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LPLA&owner=exclude&action=getcompany
1222,LPSN,Robert P. LoCascio,www.liveperson.com,Computer Software & Services,Business Software & Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LPSN&owner=exclude&action=getcompany
1223,LPT,William P. Hankowsky,www.libertyproperty.com,Real Estate,REIT - Office,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LPT&owner=exclude&action=getcompany
1224,LPX,Curtis M. Stevens,www.lpcorp.com,Wholesale,Building Materials Wholesale,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LPX&owner=exclude&action=getcompany
1225,LRCX,Martin Brian Anstice,www.lamresearch.com,Electronics,Semiconductor Equipment & Materials,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LRCX&owner=exclude&action=getcompany
1226,LRN,Stuart J. Udell,www.k12.com,Diversified Services,Education & Training Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LRN&owner=exclude&action=getcompany
1227,LSCC,Darin G. Billerbeck,www.latticesemi.com,Electronics,Semiconductor - Specialized,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LSCC&owner=exclude&action=getcompany
1228,LSI,David L. Rogers,www.lifestorage.com,Real Estate,REIT - Diversified,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LSI&owner=exclude&action=getcompany
1229,LSTR,James B. Gattoni,www.landstar.com,Transportation,Trucking,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LSTR&owner=exclude&action=getcompany
1230,LTC,Wendy L. Simpson,www.ltcproperties.com,Real Estate,REIT - Healthcare Facilities,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LTC&owner=exclude&action=getcompany
1231,LTRPA,Gregory B. Maffei,www.libertytripadvisorholdings.com,Consumer Durables,"Recreational Goods, Other",https://www.sec.gov/cgi-bin/browse-edgar?CIK=LTRPA&owner=exclude&action=getcompany
1232,LTS,Richard Jay Lampen,www.ladenburg.com,Financial Services,Investment Brokerage - National,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LTS&owner=exclude&action=getcompany
1233,LTXB,Kevin J. Hanigan,www.legacytexasfinancialgroup.com,Banking,Savings & Loans,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LTXB&owner=exclude&action=getcompany
1234,LULU,Laurent Potdevin,www.lululemon.com,Consumer NonDurables,Textile - Apparel Clothing,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LULU&owner=exclude&action=getcompany
1235,LUV,Gary C. Kelly,www.southwest.com,Transportation,Regional Airlines,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LUV&owner=exclude&action=getcompany
1236,LVS,Sheldon Gary Adelson,www.sands.com,Leisure,Resorts & Casinos,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LVS&owner=exclude&action=getcompany
1237,LXP,T. Wilson Eglin,www.lxp.com,Real Estate,REIT - Diversified,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LXP&owner=exclude&action=getcompany
1238,LXRX,Lonnel Coats,www.lexpharma.com,Drugs,Biotechnology,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LXRX&owner=exclude&action=getcompany
1239,LYB,Bhavesh Vaghjibhai Patel,www.lyondellbasell.com,Chemicals,Specialty Chemicals,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LYB&owner=exclude&action=getcompany
1240,LYV,Michael Rapino,www.livenationentertainment.com,Media,Entertainment - Diversified,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LYV&owner=exclude&action=getcompany
1241,LZB,Kurt L. Darrow,www.la-z-boy.com,Consumer Durables,Home Furnishings & Fixtures,https://www.sec.gov/cgi-bin/browse-edgar?CIK=LZB&owner=exclude&action=getcompany
1242,M,Jeffrey Gennette,www.macysinc.com,Retail,Department Stores,https://www.sec.gov/cgi-bin/browse-edgar?CIK=M&owner=exclude&action=getcompany
1243,MA,Ajay Banga,www.mastercard.com,Financial Services,Credit Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MA&owner=exclude&action=getcompany
1244,MAA,H. Eric Bolton,www.maac.com,Real Estate,REIT - Residential,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MAA&owner=exclude&action=getcompany
1245,MAC,Arthur M. Coppola,www.macerich.com,Real Estate,REIT - Retail,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MAC&owner=exclude&action=getcompany
1246,MAN,Jonas Prising,www.manpowergroup.com,Diversified Services,Staffing & Outsourcing Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MAN&owner=exclude&action=getcompany
1247,MANH,Eddie Capel,www.manh.com,Computer Software & Services,Application Software,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MANH&owner=exclude&action=getcompany
1248,MANT,George J. Pedersen,www.mantech.com,Computer Software & Services,Security Software & Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MANT&owner=exclude&action=getcompany
1249,MAR,Arne M. Sorenson,www.marriott.com,Leisure,Lodging,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MAR&owner=exclude&action=getcompany
1250,MAS,Keith J. Allman,www.masco.com,Materials & Construction,General Building Materials,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MAS&owner=exclude&action=getcompany
1251,MASI,Joe E. Kiani,www.masimo.com,Health Services,Medical Appliances & Equipment,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MASI&owner=exclude&action=getcompany
1252,MAT,Margo Georgiadis,www.corporate.mattel.com,Consumer Durables,Toys & Games,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MAT&owner=exclude&action=getcompany
1253,MATW,Joseph C. Bartolacci,www.matw.com,Diversified Services,Personal Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MATW&owner=exclude&action=getcompany
1254,MATX,Matthew J. Cox,www.matson.com,Transportation,Shipping,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MATX&owner=exclude&action=getcompany
1255,MBI,Jay Brown,www.mbia.com,Insurance,Property & Casualty Insurance,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MBI&owner=exclude&action=getcompany
1256,MBIN,N/A,N/A,nm,nm,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MBIN&owner=exclude&action=getcompany
1257,MBUU,Jack D. Springer,www.malibuboats.com,Consumer Durables,"Recreational Goods, Other",https://www.sec.gov/cgi-bin/browse-edgar?CIK=MBUU&owner=exclude&action=getcompany
1258,MBWM,Robert B. Kaminski,www.mercbank.com,Banking,Regional - Midwest Banks,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MBWM&owner=exclude&action=getcompany
1259,MC,Ken D. Moelis,www.moelis.com,Financial Services,Asset Management,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MC&owner=exclude&action=getcompany
1260,MCD,Stephen J. Easterbrook,www.mcdonalds.com,Leisure,Restaurants,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MCD&owner=exclude&action=getcompany
1261,MCFT,Terry McNew,www.mastercraft.com,Automotive,Recreational Vehicles,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MCFT&owner=exclude&action=getcompany
1262,MCHP,Steve Sanghi,www.microchip.com,Electronics,Semiconductor - Broad Line,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MCHP&owner=exclude&action=getcompany
1263,MCK,John H. Hammergren,www.mckesson.com,Wholesale,Drugs Wholesale,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MCK&owner=exclude&action=getcompany
1264,MCO,Raymond W. McDaniel,www.moodys.com,Diversified Services,Business Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MCO&owner=exclude&action=getcompany
1265,MCRI,John Farahi,www.monarchcasino.com,Leisure,Resorts & Casinos,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MCRI&owner=exclude&action=getcompany
1266,MCRN,Tom Goeke,www.milacron.com,Manufacturing,Diversified Machinery,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MCRN&owner=exclude&action=getcompany
1267,MCS,Gregory S. Marcus,www.marcuscorp.com,Media,Entertainment - Diversified,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MCS&owner=exclude&action=getcompany
1268,MCY,Gabriel Tirador,www.mercuryinsurance.com,Insurance,Property & Casualty Insurance,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MCY&owner=exclude&action=getcompany
1269,MD,Roger J. Medel,www.mednax.com,Health Services,Specialized Health Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MD&owner=exclude&action=getcompany
1270,MDB,Dev Ittycheria,https://www.mongodb.com,nm,nm,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MDB&owner=exclude&action=getcompany
1271,MDC,Larry A. Mizel,ir.richmondamerican.com,Materials & Construction,Residential Construction,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MDC&owner=exclude&action=getcompany
1272,MDCO,Clive A. Meanwell,www.themedicinescompany.com,Drugs,Drugs - Generic,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MDCO&owner=exclude&action=getcompany
1273,MDGL,Paul A. Friedman,www.madrigalpharma.com,Drugs,Biotechnology,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MDGL&owner=exclude&action=getcompany
1274,MDLZ,Irene B. Rosenfeld,www.mondelezinternational.com,Food & Beverage,Confectioners,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MDLZ&owner=exclude&action=getcompany
1275,MDP,Stephen Mark Lacy,www.meredith.com,Media,Publishing - Periodicals,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MDP&owner=exclude&action=getcompany
1276,MDR,David Dickson,www.mcdermott.com,Energy,Oil & Gas Equipment & Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MDR&owner=exclude&action=getcompany
1277,MDRX,Paul M. Black,www.allscripts.com,Computer Software & Services,Application Software,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MDRX&owner=exclude&action=getcompany
1278,MDSO,Tarek A. Sherif,www.mdsol.com,Computer Software & Services,Healthcare Information Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MDSO&owner=exclude&action=getcompany
1279,MDT,Omar S. Ishrak,www.medtronic.com,Health Services,Medical Appliances & Equipment,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MDT&owner=exclude&action=getcompany
1280,MDU,David L. Goodin,www.mdu.com,Materials & Construction,General Building Materials,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MDU&owner=exclude&action=getcompany
1281,MDXG,Parker H. Petit,www.mimedx.com,Health Services,Medical Appliances & Equipment,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MDXG&owner=exclude&action=getcompany
1282,MED,Daniel R. Chard,www.medifast1.com,Specialty Retail,"Specialty Retail, Other",https://www.sec.gov/cgi-bin/browse-edgar?CIK=MED&owner=exclude&action=getcompany
1283,MEDP,August J. Troendle,nm,Drugs,Biotechnology,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MEDP&owner=exclude&action=getcompany
1284,MEI,Donald W. Duda,www.methode.com,Electronics,Diversified Electronics,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MEI&owner=exclude&action=getcompany
1285,MELI,Marcos Eduardo Galperin,www.mercadolibre.com,Retail,Catalog & Mail Order Houses,https://www.sec.gov/cgi-bin/browse-edgar?CIK=MELI&owner=exclude&action=getcompany
