,0,1
7737,LOGI,SYNA
7738,LOGI,PLT
7739,LOGI,SNE
7740,LOGI,VOXX
7741,LOGI,XLK
7742,LOGI,SPY
7743,LOGM,CSCO
7744,LOGM,MSFT
7745,LOGM,CTXS
7746,LOGM,ADBE
7747,LOGM,SYMC
7748,LOGM,MSTR
7749,LOGM,IBM
7750,LOGM,VMW
7751,LOGM,GOOGL
7752,LOGM,XLK
7753,LOGM,SPY
7754,LOPE,CECO
7755,LOPE,LINC
7756,LOPE,APEI
7757,LOPE,NAUH
7758,LOPE,BPI
7759,LOPE,ATGE
7760,LOPE,SPY
7761,LORL,GILT
7762,LORL,VSAT
7763,LORL,CMTL
7764,LORL,SATS
7765,LORL,DISH
7766,LORL,HRS
7767,LORL,I
7768,LORL,GSAT
7769,LORL,XLK
7770,LORL,SPY
7771,LOW,BLDR
7772,LOW,HD
7773,LOW,LL
7774,LOW,SHOS
7775,LOW,WMT
7776,LOW,TGT
7777,LOW,SPY
7778,LPI,PXD
7779,LPI,MXC
7780,LPI,CXO
7781,LPI,REI
7782,LPI,CRK
7783,LPI,SPY
7784,LPLA,TROW
7785,LPLA,AMTD
7786,LPLA,ETFC
7787,LPLA,MS
7788,LPLA,RJF
7789,LPLA,SCHW
7790,LPLA,SF
7791,LPLA,LTS
7792,LPLA,NMR
7793,LPLA,SPY
7794,LPSN,CSCO
7795,LPSN,MSFT
7796,LPSN,NICE
7797,LPSN,CRM
7798,LPSN,SREV
7799,LPSN,EGAN
7800,LPSN,ORCL
7801,LPSN,FIVN
7802,LPSN,ZEN
7803,LPSN,XLK
7804,LPSN,SPY
7805,LPT,SPY
7806,LPX,UFPI
7807,LPX,BCC
7808,LPX,BMCH
7809,LPX,SPY
7810,LRCX,AMAT
7811,LRCX,CVV
7812,LRCX,VECO
7813,LRCX,ASYS
7814,LRCX,KLAC
7815,LRCX,ACLS
7816,LRCX,XLK
7817,LRCX,SPY
7818,LRN,EDU
7819,LRN,GHC
7820,LRN,TWOU
7821,LRN,SPY
7822,LSCC,CY
7823,LSCC,SMTC
7824,LSCC,SNPS
7825,LSCC,XLNX
7826,LSCC,QUIK
7827,LSCC,TXN
7828,LSCC,AMD
7829,LSCC,XLK
7830,LSCC,SPY
7831,LSI,PSA
7832,LSI,AKR
7833,LSI,EXR
7834,LSI,SPY
7835,LSTR,PTSI
7836,LSTR,CVTI
7837,LSTR,HTLD
7838,LSTR,JBHT
7839,LSTR,USAK
7840,LSTR,WERN
7841,LSTR,ULH
7842,LSTR,RRTS
7843,LSTR,KNX
7844,LSTR,SPY
7845,LTC,CALM
7846,LTC,HR
7847,LTC,ARE
7848,LTC,NHI
7849,LTC,MPW
7850,LTC,BKD
7851,LTC,HCP
7852,LTC,DOC
7853,LTC,TIPT
7854,LTC,WELL
7855,LTC,SPY
7856,LTRPA,MCRI
7857,LTRPA,XLK
7858,LTRPA,SPY
7859,LTS,SIEB
7860,LTS,ETFC
7861,LTS,RJF
7862,LTS,SF
7863,LTS,GCAP
7864,LTS,LPLA
7865,LTS,SPY
7866,LTXB,FFIN
7867,LTXB,IBOC
7868,LTXB,SBSI
7869,LTXB,TCBI
7870,LTXB,HBCP
7871,LTXB,CFR
7872,LTXB,PB
7873,LTXB,IBTX
7874,LTXB,SPY
7875,LULU,ZUMZ
7876,LULU,GPS
7877,LULU,NKE
7878,LULU,EXPR
7879,LULU,TLRD
7880,LULU,BEBE
7881,LULU,SPY
7882,LUV,SKYW
7883,LUV,JBLU
7884,LUV,HA
7885,LUV,ALGT
7886,LUV,ALK
7887,LUV,DAL
7888,LUV,AAL
7889,LUV,SAVE
7890,LUV,UAL
7891,LUV,SPY
7892,LVS,MCRI
7893,LVS,PENN
7894,LVS,CNTY
7895,LVS,WYNN
7896,LVS,MLCO
7897,LVS,BYD
7898,LVS,MGM
7899,LVS,SPY
7900,LXP,AIV
7901,LXP,AKR
7902,LXP,UHT
7903,LXP,NNN
7904,LXP,SPY
7905,LXRX,BMRN
7906,LXRX,REGN
7907,LXRX,ILMN
7908,LXRX,BTX
7909,LXRX,TMO
7910,LXRX,LGND
7911,LXRX,ESPR
7912,LXRX,AERI
7913,LXRX,RARE
7914,LXRX,ALBO
7915,LXRX,XLV
7916,LXRX,SPY
7917,LYB,SSL
7918,LYB,BAK
7919,LYB,WLK
7920,LYB,CE
7921,LYB,RDS.A
7922,LYB,DWDP
7923,LYB,SPY
7924,LYV,EBAY
7925,LYV,WWE
7926,LYV,MSGN
7927,LYV,SPY
7928,LZB,BSET
7929,LZB,FLXS
7930,LZB,HOFT
7931,LZB,ETH
7932,LZB,LEG
7933,LZB,NTZ
7934,LZB,SNBR
7935,LZB,SPY
7936,M,DDS
7937,M,KSS
7938,M,JWN
7939,M,JCP
7940,M,TJX
7941,M,TGT
7942,M,SHOS
7943,M,SPY
7944,MA,AMZN
7945,MA,TSS
7946,MA,VZ
7947,MA,FIS
7948,MA,T
7949,MA,WU
7950,MA,V
7951,MA,WEX
7952,MA,TMUS
7953,MA,SPY
7954,MAA,EQR
7955,MAA,CPT
7956,MAA,ESS
7957,MAA,AVB
7958,MAA,UDR
7959,MAA,IRT
7960,MAA,SPY
7961,MAC,TCO
7962,MAC,CBL
7963,MAC,BXP
7964,MAC,SPY
7965,MAN,KELYA
7966,MAN,KFRC
7967,MAN,KFY
7968,MAN,RHI
7969,MAN,SPY
7970,MANH,DSGX
7971,MANH,MSFT
7972,MANH,PEGA
7973,MANH,AMSWA
7974,MANH,IBM
7975,MANH,DATA
7976,MANH,AMBR
7977,MANH,PAYC
7978,MANH,XLK
7979,MANH,SPY
7980,MANT,MRCY
7981,MANT,ICFI
7982,MANT,CACI
7983,MANT,CUB
7984,MANT,HRS
7985,MANT,BAH
7986,MANT,LDOS
7987,MANT,SAIC
7988,MANT,XLK
7989,MANT,SPY
7990,MAR,MTN
7991,MAR,CHH
7992,MAR,WYND
7993,MAR,H
7994,MAR,HLT
7995,MAR,IHG
7996,MAR,STAY
7997,MAR,SPY
7998,MAS,AMWD
7999,MAS,PATK
8000,MAS,AWI
8001,MAS,FBHS
8002,MAS,SPY
8003,MASI,UFPI
8004,MASI,CNMD
8005,MASI,BABY
8006,MASI,CAH
8007,MASI,OMI
8008,MASI,RMD
8009,MASI,GE
8010,MASI,TMO
8011,MASI,PHG
8012,MASI,XLV
8013,MASI,SPY
8014,MAT,JAKK
8015,MAT,EA
8016,MAT,DIS
8017,MAT,BBW
8018,MAT,HAS
8019,MAT,SPY
8020,MATW,SCI
8021,MATW,HI
8022,MATW,CSV
8023,MATW,STON
8024,MATW,SPY
8025,MATX,GLNG
8026,MATX,GNK
8027,MATX,SPY
8028,MBI,RDN
8029,MBI,MTG
8030,MBI,ORI
8031,MBI,AGO
8032,MBI,SPY
8033,MBIN,SPY
8034,MBUU,TWIN
8035,MBUU,BC
8036,MBUU,GM
8037,MBUU,MPX
8038,MBUU,SPY
8039,MBWM,MCBC
8040,MBWM,CHFC
8041,MBWM,FITB
8042,MBWM,SRCE
8043,MBWM,MBTF
8044,MBWM,MFNC
8045,MBWM,IBCP
8046,MBWM,GNK
8047,MBWM,LTBR
8048,MBWM,SPY
8049,MC,GHL
8050,MC,LAZ
8051,MC,EVR
8052,MC,HF
8053,MC,SPY
8054,MCD,SBUX
8055,MCD,JACK
8056,MCD,TAST
8057,MCD,YUM
8058,MCD,CMG
8059,MCD,GTIM
8060,MCD,ARCO
8061,MCD,WEN
8062,MCD,SPY
8063,MCFT,SPY
8064,MCHP,CY
8065,MCHP,MXIM
8066,MCHP,SLAB
8067,MCHP,ON
8068,MCHP,STM
8069,MCHP,TXN
8070,MCHP,ADI
8071,MCHP,XLK
8072,MCHP,SPY
8073,MCK,HSIC
8074,MCK,CERN
8075,MCK,MDRX
8076,MCK,CPSI
8077,MCK,PDCO
8078,MCK,CAH
8079,MCK,OMI
8080,MCK,ABC
8081,MCK,PINC
8082,MCK,XLV
8083,MCK,SPY
8084,MCO,MORN
8085,MCO,EFX
8086,MCO,MSCI
8087,MCO,CLGX
8088,MCO,SPGI
8089,MCO,SPY
8090,MCRI,PENN
8091,MCRI,CNTY
8092,MCRI,WYNN
8093,MCRI,BYD
8094,MCRI,MGM
8095,MCRI,LVS
8096,MCRI,UWN
8097,MCRI,SPY
8098,MCRN,LECO
8099,MCRN,THR
8100,MCRN,IEP
8101,MCRN,ADES
8102,MCRN,SPY
8103,MCS,RDI
8104,MCS,CNK
8105,MCS,AMC
8106,MCS,SPY
8107,MCY,ERIE
8108,MCY,SAFT
8109,MCY,ALL
8110,MCY,PGR
8111,MCY,SPY
8112,MD,UHS
8113,MD,CYH
8114,MD,THC
8115,MD,XLV
8116,MD,SPY
8117,MDB,PRGS
8118,MDB,PXLW
8119,MDB,XLK
8120,MDB,SPY
8121,MDC,PHM
8122,MDC,MHO
8123,MDC,NVR
8124,MDC,DHI
8125,MDC,HOV
8126,MDC,LEN
8127,MDC,KBH
8128,MDC,BZH
8129,MDC,TMHC
8130,MDC,SPY
8131,MDCO,MNTA
8132,MDCO,AZN
8133,MDCO,BMY
8134,MDCO,JNJ
8135,MDCO,LLY
8136,MDCO,PFE
8137,MDCO,TEVA
8138,MDCO,EGRX
8139,MDCO,VCEL
8140,MDCO,INVA
8141,MDCO,XLV
8142,MDCO,SPY
8143,MDGL,AMGN
8144,MDGL,CELG
8145,MDGL,SGEN
8146,MDGL,INFI
8147,MDGL,JNJ
8148,MDGL,PFE
8149,MDGL,XLV
8150,MDGL,SPY
8151,MDLZ,JJSF
8152,MDLZ,HAIN
8153,MDLZ,CPB
8154,MDLZ,CAG
8155,MDLZ,GIS
8156,MDLZ,HSY
8157,MDLZ,K
8158,MDLZ,PEP
8159,MDLZ,SPY
8160,MDP,SCHL
8161,MDP,CMCSA
8162,MDP,WMT
8163,MDP,JW.A
8164,MDP,PSO
8165,MDP,TGNA
8166,MDP,SPGI
8167,MDP,SSP
8168,MDP,SPY
8169,MDR,SPY
8170,MDRX,CERN
8171,MDRX,CPSI
8172,MDRX,HMSY
8173,MDRX,NUAN
8174,MDRX,STRM
8175,MDRX,GE
8176,MDRX,MCK
8177,MDRX,XRX
8178,MDRX,XLK
8179,MDRX,SPY
8180,MDSO,SLP
8181,MDSO,ABT
8182,MDSO,ORCL
8183,MDSO,XLK
8184,MDSO,SPY
8185,MDT,IART
8186,MDT,CNMD
8187,MDT,OMI
8188,MDT,ABT
8189,MDT,BAX
8190,MDT,BSX
8191,MDT,JNJ
8192,MDT,SYK
8193,MDT,EW
8194,MDT,ZBH
8195,MDT,XLV
8196,MDT,SPY
8197,MDU,SRE
8198,MDU,BKH
8199,MDU,VMC
8200,MDU,AVA
8201,MDU,CNP
8202,MDU,NWE
8203,MDU,XEL
8204,MDU,SPY
8205,MDXG,NUVA
8206,MDXG,CRY
8207,MDXG,TFX
8208,MDXG,HRC
8209,MDXG,MDT
8210,MDXG,STE
8211,MDXG,ATEC
8212,MDXG,SNOA
8213,MDXG,XLV
8214,MDXG,SPY
8215,MED,WTW
8216,MED,SPY
8217,MEDP,XLV
8218,MEDP,SPY
8219,MEI,RFIL
8220,MEI,OCC
8221,MEI,AVX
8222,MEI,APH
8223,MEI,MMM
8224,MEI,TEL
8225,MEI,SRI
8226,MEI,AAOI
8227,MEI,XLK
8228,MEI,SPY
8229,MELI,BMO
8230,MELI,AMZN
8231,MELI,CSGP
8232,MELI,EBAY
8233,MELI,LQDT
8234,MELI,CBD
8235,MELI,BID
8236,MELI,CRM
8237,MELI,FB
8238,MELI,GOOGL
8239,MELI,SPY
8240,MERC,UFS
8241,MERC,CFX
8242,MERC,RFP
8243,MERC,SPY
8244,MET,PUK
8245,MET,AEG
8246,MET,AFG
8247,MET,HMN
8248,MET,AIZ
8249,MET,CNO
8250,MET,VOYA
8251,MET,SPY
8252,MFA,NYMT
8253,MFA,DX
8254,MFA,ANH
8255,MFA,CMO
8256,MFA,IVR
8257,MFA,PMT
8258,MFA,SPY
8259,MG,EXPO
8260,MG,LUNA
8261,MG,XOM
8262,MG,GLW
8263,MG,GD
8264,MG,GE
8265,MG,HON
8266,MG,CVX
8267,MG,TISI
8268,MG,LTBR
8269,MG,SPY
8270,MGEE,OTTR
8271,MGEE,DTE
8272,MGEE,LNT
8273,MGEE,AEE
8274,MGEE,AEP
8275,MGEE,CMS
8276,MGEE,ALE
8277,MGEE,WEC
8278,MGEE,XEL
8279,MGEE,XLU
8280,MGEE,SPY
8281,MGLN,CSGP
8282,MGLN,QNST
8283,MGLN,ACN
8284,MGLN,XLV
8285,MGLN,SPY
8286,MGM,MCRI
8287,MGM,PENN
8288,MGM,CNTY
8289,MGM,WYNN
8290,MGM,MLCO
8291,MGM,BYD
8292,MGM,LVS
8293,MGM,SPY
8294,MGNX,AMGN
8295,MGNX,GILD
8296,MGNX,BMY
8297,MGNX,LLY
8298,MGNX,PFE
8299,MGNX,MRK
8300,MGNX,STML
8301,MGNX,XNCR
8302,MGNX,XLV
8303,MGNX,SPY
8304,MGP,NYMT
8305,MGP,O
8306,MGP,NTP
8307,MGP,SPY
8308,MGPI,VLO
8309,MGPI,ADM
8310,MGPI,BG
8311,MGPI,INGR
8312,MGPI,SPY
8313,MGRC,MINI
8314,MGRC,RCII
8315,MGRC,HEES
8316,MGRC,GFN
8317,MGRC,URI
8318,MGRC,AAN
8319,MGRC,SPY
8320,MHK,DXYN
8321,MHK,TREX
8322,MHK,AWI
8323,MHK,FBHS
8324,MHK,TILE
8325,MHK,DOOR
8326,MHK,SPY
8327,MHO,PHM
8328,MHO,NVR
8329,MHO,DHI
8330,MHO,HOV
8331,MHO,MTH
8332,MHO,MDC
8333,MHO,KBH
8334,MHO,BZH
8335,MHO,TMHC
8336,MHO,SPY
8337,MIC,SPY
8338,MIDD,DOV
8339,MIDD,GE
8340,MIDD,ITW
8341,MIDD,SXI
8342,MIDD,TNC
8343,MIDD,WHR
8344,MIDD,EVI
8345,MIDD,MTW
8346,MIDD,SPY
8347,MIK,PIR
8348,MIK,BBW
8349,MIK,GME
8350,MIK,PAG
8351,MIK,SPY
8352,MIME,OTEX
8353,MIME,PANW
8354,MIME,XLK
8355,MIME,SPY
8356,MINI,MGRC
8357,MINI,GFN
8358,MINI,CAI
8359,MINI,SPY
8360,MKC,HAIN
8361,MKC,CAG
8362,MKC,TSN
8363,MKC,BGS
8364,MKC,THS
8365,MKC,PEP
8366,MKC,SPY
8367,MKL,SIGI
8368,MKL,ACGL
8369,MKL,AFG
8370,MKL,RLI
8371,MKL,WTM
8372,MKL,SPY
8373,MKSI,AMAT
8374,MKSI,AEIS
8375,MKSI,CGNX
8376,MKSI,COHU
8377,MKSI,LRCX
8378,MKSI,ENTG
8379,MKSI,BRKS
8380,MKSI,AME
8381,MKSI,ROP
8382,MKSI,ESE
8383,MKSI,XLK
8384,MKSI,SPY
8385,MKTX,NDAQ
8386,MKTX,CME
8387,MKTX,ICE
8388,MKTX,CBOE
8389,MKTX,SPY
8390,MLAB,RMTI
8391,MLAB,HBIO
8392,MLAB,BRKR
8393,MLAB,ANGO
8394,MLAB,AME
8395,MLAB,GE
8396,MLAB,TMO
8397,MLAB,MMM
8398,MLAB,STE
8399,MLAB,XLK
8400,MLAB,SPY
8401,MLHR,KEQU
8402,MLHR,KBAL
8403,MLHR,VIRC
8404,MLHR,SCS
8405,MLHR,LZB
8406,MLHR,LEG
8407,MLHR,HNI
8408,MLHR,KNL
8409,MLHR,SPY
8410,MLI,KALU
8411,MLI,TG
8412,MLI,SPLP
8413,MLI,BRSS
8414,MLI,AA
8415,MLI,SPY
8416,MLM,USLM
8417,MLM,CRH
8418,MLM,OXY
8419,MLM,VMC
8420,MLM,SPY
8421,MLNX,CSCO
8422,MLNX,INTC
8423,MLNX,MRVL
8424,MLNX,GE
8425,MLNX,ORCL
8426,MLNX,HPQ
8427,MLNX,XLK
8428,MLNX,SPY
8429,MMC,ACGL
8430,MMC,BRO
8431,MMC,AJG
8432,MMC,AXS
8433,MMC,AON
8434,MMC,WLTW
8435,MMC,SPY
8436,MMI,JLL
8437,MMI,HF
8438,MMI,KW
8439,MMI,RMAX
8440,MMI,SPY
8441,MMM,AMZN
8442,MMM,ALGN
8443,MMM,DHR
8444,MMM,GE
8445,MMM,ITW
8446,MMM,JNJ
8447,MMM,HON
8448,MMM,HPQ
8449,MMM,XRAY
8450,MMM,JCI
8451,MMM,SPY
8452,MMP,PAA
8453,MMP,HEP
8454,MMP,NS
8455,MMP,BKEP
8456,MMP,MPLX
8457,MMP,DKL
8458,MMP,PSXP
8459,MMP,PAGP
8460,MMP,SPY
8461,MMS,MGLN
8462,MMS,HURN
8463,MMS,ICFI
8464,MMS,HCKT
8465,MMS,SRT
8466,MMS,NCI
8467,MMS,FCN
8468,MMS,UNH
8469,MMS,HPQ
8470,MMS,XRX
8471,MMS,SPY
8472,MMSI,ICUI
8473,MMSI,ANGO
8474,MMSI,BSX
8475,MMSI,JNJ
8476,MMSI,TFX
8477,MMSI,EW
8478,MMSI,MDT
8479,MMSI,XLV
8480,MMSI,SPY
8481,MNK,GE
8482,MNK,JNJ
8483,MNK,TEVA
8484,MNK,MYL
8485,MNK,ZGNX
8486,MNK,XLV
8487,MNK,SPY
8488,MNR,DEST
8489,MNR,DRE
8490,MNR,FR
8491,MNR,CLI
8492,MNR,UBA
8493,MNR,OLP
8494,MNR,CBK
8495,MNR,SPY
8496,MNRO,PNTR
8497,MNRO,AN
8498,MNRO,GPI
8499,MNRO,AZO
8500,MNRO,AAP
8501,MNRO,ABG
8502,MNRO,ORLY
8503,MNRO,IEP
8504,MNRO,ASH
8505,MNRO,SPY
8506,MNST,COT
8507,MNST,FIZZ
8508,MNST,KO
8509,MNST,REED
8510,MNST,CCEP
8511,MNST,PEP
8512,MNST,SPY
8513,MNTA,AMGN
8514,MNTA,MDCO
8515,MNTA,BIIB
8516,MNTA,NVS
8517,MNTA,BAX
8518,MNTA,BMY
8519,MNTA,JNJ
8520,MNTA,PFE
8521,MNTA,MRK
8522,MNTA,TEVA
8523,MNTA,XLV
8524,MNTA,SPY
8525,MO,BTI
8526,MO,VGR
8527,MO,PM
8528,MO,XXII
8529,MO,SPY
8530,MOD,CVGI
8531,MOD,NAV
8532,MOD,BWA
8533,MOD,HON
8534,MOD,SMP
8535,MOD,UTX
8536,MOD,DAN
8537,MOD,MTOR
8538,MOD,VC
8539,MOD,SPY
8540,MOG.B,ATRO
8541,MOG.B,WWD
8542,MOG.B,CW
8543,MOG.B,DCO
8544,MOG.B,GD
8545,MOG.B,HON
8546,MOG.B,UTX
8547,MOG.B,TDG
8548,MOG.B,AJRD
8549,MOG.B,SPY
8550,MOH,HUM
8551,MOH,UNH
8552,MOH,CNC
8553,MOH,WCG
8554,MOH,GTS
8555,MOH,XLV
8556,MOH,SPY
8557,MORN,TST
8558,MORN,VALU
8559,MORN,FDS
8560,MORN,MCO
8561,MORN,MSCI
8562,MORN,ENV
8563,MORN,NWSA
8564,MORN,SPGI
8565,MORN,SPY
8566,MOS,BG
8567,MOS,CF
8568,MOS,IPI
8569,MOS,VALE
8570,MOS,ICL
8571,MOS,SPY
8572,MOV,GES
8573,MOV,FOSL
8574,MOV,TPR
8575,MOV,SPY
8576,MPC,VLO
8577,MPC,XOM
8578,MPC,BP
8579,MPC,CVX
8580,MPC,HFC
8581,MPC,PSX
8582,MPC,DK
8583,MPC,SPY
8584,MPLX,PAA
8585,MPLX,MMP
8586,MPLX,HEP
8587,MPLX,NS
8588,MPLX,MPC
8589,MPLX,DKL
8590,MPLX,PSXP
8591,MPLX,ANDX
8592,MPLX,SPY
8593,MPW,HR
8594,MPW,ARE
8595,MPW,VTR
8596,MPW,LTC
8597,MPW,NHI
8598,MPW,SBRA
8599,MPW,DOC
8600,MPW,TIPT
8601,MPW,SPY
8602,MPWR,POWI
8603,MPWR,MXIM
8604,MPWR,SMTC
8605,MPWR,OIIM
8606,MPWR,ADI
8607,MPWR,XLK
8608,MPWR,SPY
8609,MPX,BC
8610,MPX,HZO
8611,MPX,MBUU
8612,MPX,SPY
8613,MRC,RS
8614,MRC,CVX
8615,MRC,MPC
8616,MRC,KAMN
8617,MRC,PSX
8618,MRC,DNOW
8619,MRC,SPY
8620,MRCY,INTC
8621,MRCY,ALOT
8622,MRCY,SYNA
8623,MRCY,GD
8624,MRCY,TXT
8625,MRCY,RTN
8626,MRCY,DDD
8627,MRCY,LLL
8628,MRCY,SMCI
8629,MRCY,XLK
8630,MRCY,SPY
8631,MRK,AMGN
8632,MRK,GSK
8633,MRK,NVS
8634,MRK,BMY
8635,MRK,JNJ
8636,MRK,LLY
8637,MRK,PFE
8638,MRK,SNY
8639,MRK,TEVA
8640,MRK,XLV
8641,MRK,SPY
8642,MRO,XOM
8643,MRO,DVN
8644,MRO,APC
8645,MRO,MUR
8646,MRO,OXY
8647,MRO,CVX
8648,MRO,COP
8649,MRO,RDS.A
8650,MRO,HES
8651,MRO,SPY
8652,MRTN,PTSI
8653,MRTN,CVTI
8654,MRTN,HTLD
8655,MRTN,USAK
8656,MRTN,WERN
8657,MRTN,ULH
8658,MRTN,RRTS
8659,MRTN,KNX
8660,MRTN,SPY
8661,MRTX,HBP
8662,MRTX,SPHS
8663,MRTX,NYMX
8664,MRTX,TA
8665,MRTX,NVLN
8666,MRTX,XLV
8667,MRTX,SPY
8668,MRVL,INTC
8669,MRVL,DSPG
8670,MRVL,CY
8671,MRVL,QCOM
8672,MRVL,NVDA
8673,MRVL,STM
8674,MRVL,TXN
8675,MRVL,XLK
8676,MRVL,SPY
8677,MS,BCS
8678,MS,GS
8679,MS,BAC
8680,MS,DB
8681,MS,JPM
8682,MS,MUFG
8683,MS,C
8684,MS,SPY
8685,MSA,MATW
8686,MSA,NPO
8687,MSA,HI
8688,MSA,FIT
8689,MSA,SPY
8690,MSBI,SPY
8691,MSCI,MORN
8692,MSCI,FDS
8693,MSCI,MCO
8694,MSCI,BR
8695,MSCI,ENV
8696,MSCI,FOXA
8697,MSCI,EQIX
8698,MSCI,SPGI
8699,MSCI,SPY
8700,MSEX,YORW
8701,MSEX,ARTNA
8702,MSEX,CTWS
8703,MSEX,CDZI
8704,MSEX,CWT
8705,MSEX,AWR
8706,MSEX,WTR
8707,MSEX,AWK
8708,MSEX,SJW
8709,MSEX,XLU
8710,MSEX,SPY
8711,MSFT,CSCO
8712,MSFT,AAPL
8713,MSFT,SAP
8714,MSFT,RHT
8715,MSFT,IBM
8716,MSFT,ORCL
8717,MSFT,HPQ
8718,MSFT,GOOGL
8719,MSFT,XLK
8720,MSFT,SPY
8721,MSG,SPY
8722,MSGN,CMCSA
8723,MSGN,DISCA
8724,MSGN,DIS
8725,MSGN,CBS
8726,MSGN,AMCX
8727,MSGN,VIAB
8728,MSGN,FOXA
8729,MSGN,SPY
8730,MSI,QCOM
8731,MSI,ERIC
8732,MSI,CAMP
8733,MSI,HRS
8734,MSI,HON
8735,MSI,WYY
8736,MSI,UBNT
8737,MSI,HPQ
8738,MSI,BB
8739,MSI,XLK
8740,MSI,SPY
8741,MSM,FAST
8742,MSM,DXPE
8743,MSM,LAWS
8744,MSM,AXE
8745,MSM,AIT
8746,MSM,WCC
8747,MSM,GWW
8748,MSM,WAIR
8749,MSM,KAMN
8750,MSM,HDS
8751,MSM,SPY
8752,MSTR,MSFT
8753,MSTR,PEGA
8754,MSTR,EBAY
8755,MSTR,IBM
8756,MSTR,TDC
8757,MSTR,SPLK
8758,MSTR,DATA
8759,MSTR,XLK
8760,MSTR,SPY
8761,MTB,WTFC
8762,MTB,SHBI
8763,MTB,CBSH
8764,MTB,EGBN
8765,MTB,NBTB
8766,MTB,BAC
8767,MTB,PNC
8768,MTB,WFC
8769,MTB,EVBN
8770,MTB,BKU
8771,MTB,SPY
8772,MTCH,RENN
8773,MTCH,XLK
8774,MTCH,SPY
8775,MTD,BNSO
8776,MTD,HBIO
8777,MTD,BRKR
8778,MTD,WAT
8779,MTD,BIO
8780,MTD,DHR
8781,MTD,TMO
8782,MTD,PKI
8783,MTD,XYL
8784,MTD,XLV
8785,MTD,SPY
8786,MTDR,CHK
8787,MTDR,DVN
8788,MTDR,EOG
8789,MTDR,MRO
8790,MTDR,CXO
8791,MTDR,EPE
8792,MTDR,CRK
8793,MTDR,BCEI
8794,MTDR,SPY
8795,MTG,RDN
8796,MTG,MBI
8797,MTG,ORI
8798,MTG,HTH
8799,MTG,AIG
8800,MTG,ESNT
8801,MTG,NMIH
8802,MTG,SPY
8803,MTH,MHO
8804,MTH,NVR
8805,MTH,DHI
8806,MTH,HOV
8807,MTH,MDC
8808,MTH,KBH
8809,MTH,BZH
8810,MTH,WLH
8811,MTH,LGIH
8812,MTH,SPY
8813,MTN,H
8814,MTN,FUN
8815,MTN,MAR
8816,MTN,HLT
8817,MTN,SPY
8818,MTOR,SYPR
8819,MTOR,CVGI
8820,MTOR,OSK
8821,MTOR,AXL
8822,MTOR,WBC
8823,MTOR,DAN
8824,MTOR,SRI
8825,MTOR,ALSN
8826,MTOR,SPY
8827,MTRN,BRSS
8828,MTRN,VIAV
8829,MTRN,SPY
8830,MTRX,GLDD
8831,MTRX,MYRG
8832,MTRX,PRIM
8833,MTRX,EME
8834,MTRX,OII
8835,MTRX,TTI
8836,MTRX,TISI
8837,MTRX,AROC
8838,MTRX,SPY
8839,MTSC,FARO
8840,MTSC,PRCP
8841,MTSC,GE
8842,MTSC,ITW
8843,MTSC,MOG.A
8844,MTSC,GEOS
8845,MTSC,XLK
8846,MTSC,SPY
8847,MTSI,SWKS
8848,MTSI,IPHI
8849,MTSI,TXN
8850,MTSI,QRVO
8851,MTSI,XLK
8852,MTSI,SPY
8853,MTW,CMCO
8854,MTW,GENC
8855,MTW,MIDD
8856,MTW,MNTX
8857,MTW,TEX
8858,MTW,CAT
8859,MTW,DE
8860,MTW,DOV
8861,MTW,SPY
8862,MTX,EMN
8863,MTX,MLM
8864,MTX,FMC
8865,MTX,OLN
8866,MTX,SCL
8867,MTX,SPY
8868,MTZ,MYRG
8869,MTZ,PRIM
8870,MTZ,PWR
8871,MTZ,DY
8872,MTZ,FLR
8873,MTZ,SPY
8874,MU,INTC
8875,MU,RMBS
8876,MU,PLAB
8877,MU,STM
8878,MU,WDC
8879,MU,MOSY
8880,MU,NLST
8881,MU,XLK
8882,MU,SPY
8883,MUR,TOT
8884,MUR,VLO
8885,MUR,XOM
8886,MUR,DVN
8887,MUR,APC
8888,MUR,CVX
8889,MUR,MRO
8890,MUR,COP
8891,MUR,HES
8892,MUR,SPY
8893,MUSA,CASY
8894,MUSA,CLNE
8895,MUSA,VLO
8896,MUSA,MPC
8897,MUSA,TA
8898,MUSA,SPY
8899,MUX,AUY
8900,MUX,HL
8901,MUX,AG
8902,MUX,AGI
8903,MUX,SPY
8904,MWA,SNHY
8905,MWA,ITRI
8906,MWA,FLS
8907,MWA,BMI
8908,MWA,CW
8909,MWA,MLI
8910,MWA,WTS
8911,MWA,CIR
8912,MWA,HDS
8913,MWA,SPY
8914,MXIM,MCHP
8915,MXIM,CRUS
8916,MXIM,SMTC
8917,MXIM,SLAB
8918,MXIM,ON
8919,MXIM,STM
8920,MXIM,TXN
8921,MXIM,ADI
8922,MXIM,XLK
8923,MXIM,SPY
8924,MXL,INTC
8925,MXL,SLAB
8926,MXL,NXPI
8927,MXL,AAOI
8928,MXL,XLK
8929,MXL,SPY
8930,MYE,DSWL
8931,MYE,PKOH
8932,MYE,CTIB
8933,MYE,TRS
8934,MYE,CMT
8935,MYE,DOV
8936,MYE,NPO
8937,MYE,BERY
8938,MYE,SPY
8939,MYGN,BMRN
8940,MYGN,EXAS
8941,MYGN,GHDX
8942,MYGN,VRML
8943,MYGN,ABT
8944,MYGN,BIO
8945,MYGN,XLV
