,ticker,name
611,DLX,DLX (Deluxe Corp)
612,DMLP,DMLP (Dorchester Minerals LP)
613,DNKN,DNKN (Dunkin' Brands Group Inc)
614,DNLI,DNLI (Denali Therapeutics Inc)
615,DNOW,DNOW (NOW Inc)
616,DNR,DNR (Denbury Resources Inc)
617,DO,DO (Diamond Offshore Drilling Inc)
618,DOC,DOC (Physicians Realty Trust)
619,DOOR,DOOR (Masonite International Corp)
620,DORM,DORM (Dorman Products Inc)
621,DOV,DOV (Dover Corp)
622,DOVA,DOVA (Dova Pharmaceuticals Inc)
623,DPLO,DPLO (Diplomat Pharmacy Inc)
624,DPZ,DPZ (Domino's Pizza Inc)
625,DRE,DRE (Duke Realty Corp)
626,DRH,DRH (DiamondRock Hospitality Co)
627,DRI,DRI (Darden Restaurants Inc)
628,DRNA,DRNA (Dicerna Pharmaceuticals Inc)
629,DRQ,DRQ (Dril-Quip Inc)
630,DTE,DTE (DTE Energy Co)
631,DUK,DUK (Duke Energy Corp)
632,DVA,DVA (Davita Inc)
633,DVAX,DVAX (Dynavax Technologies Corp)
634,DVN,DVN (Devon Energy Corp)
635,DWDP,"DWDP (DuPont de Nemours, Inc.)"
636,DXC,DXC (DXC Technology Co)
637,DXCM,DXCM (DexCom Inc)
638,DXPE,DXPE (DXP Enterprises Inc)
639,DY,DY (Dycom Industries Inc)
640,EA,EA (Electronic Arts Inc)
641,EAF,EAF (GrafTech International Ltd )
642,EAT,EAT (Brinker International Inc)
643,EBAY,EBAY (eBay Inc)
644,EBIX,EBIX (Ebix Inc)
645,EBS,EBS (Emergent BioSolutions Inc)
646,EBSB,EBSB (Meridian Bancorp Inc)
647,ECA,ECA (Encana Corp)
648,ECHO,ECHO (Echo Global Logistics Inc)
649,ECL,ECL (Ecolab Inc)
650,ECOL,ECOL (US Ecology Inc)
651,ECPG,ECPG (Encore Capital Group Inc)
652,ED,ED (Consolidated Edison Inc)
653,EDIT,EDIT (Editas Medicine Inc)
654,EE,EE (El Paso Electric Co)
655,EEFT,EEFT (Euronet Worldwide Inc)
656,EEX,EEX (Emerald Expositions Events Inc)
657,EFII,EFII (Electronics for Imaging Inc)
658,EFSC,EFSC (Enterprise Financial Services Corp)
659,EFX,EFX (Equifax Inc)
660,EGBN,EGBN (Eagle Bancorp Inc)
661,EGHT,EGHT (8x8 Inc)
662,EGOV,EGOV (NIC Inc)
663,EGP,EGP (Eastgroup Properties Inc)
664,EGRX,EGRX (Eagle Pharmaceuticals Inc)
665,EHC,EHC (Encompass Health Corp)
666,EHTH,EHTH (Ehealth Inc)
667,EIG,EIG (Employers Holdings Inc)
668,EIGI,EIGI (Endurance International Group Holdings Inc)
669,EIX,EIX (Edison International)
670,EL,EL (Estee Lauder Companies Inc)
671,ELF,ELF (e.l.f. Beauty Inc)
672,ELOX,ELOX (Sevion Therapeutics Inc)
673,ELS,ELS (Equity LifeStyle Properties Inc)
674,ELY,ELY (Callaway Golf Co)
675,EME,EME (EMCOR Group Inc)
676,EMN,EMN (Eastman Chemical Co)
677,EMR,EMR (Emerson Electric Co)
678,ENB,ENB (Enbridge Inc)
679,ENDP,ENDP (Endo International PLC)
680,ENLC,ENLC (EnLink Midstream LLC)
681,ENR,ENR (Energizer Holdings Inc)
682,ENS,ENS (EnerSys)
683,ENSG,ENSG (Ensign Group Inc)
684,ENTA,ENTA (Enanta Pharmaceuticals Inc)
685,ENTG,ENTG (Entegris Inc)
686,ENV,ENV (Envestnet Inc)
687,ENVA,ENVA (Enova International Inc)
688,EOG,EOG (EOG Resources Inc)
689,EPAM,EPAM (EPAM Systems Inc)
690,EPAY,EPAY (Bottomline Technologies (DE) Inc)
691,EPC,EPC (Edgewell Personal Care Co)
692,EPD,EPD (Enterprise Products Partners LP)
693,EPE,EPE (EP Energy Corp)
694,EPR,EPR (EPR Properties)
695,EPZM,EPZM (Epizyme Inc)
696,EQBK,EQBK (Equity Bancshares Inc)
697,EQC,EQC (Equity Commonwealth)
698,EQH,EQH (Axa Equitable Holdings Inc)
699,EQIX,EQIX (Equinix Inc)
700,EQM,EQM (EQT Midstream Partners LP)
701,EQR,EQR (Equity Residential)
702,EQT,EQT (EQT Corp)
703,ERI,ERI (Eldorado Resorts Inc)
704,ES,ES (Eversource Energy)
705,ESE,ESE (ESCO Technologies Inc)
706,ESGR,ESGR (Enstar Group Ltd)
707,ESNT,ESNT (Essent Group Ltd)
708,ESPR,ESPR (Esperion Therapeutics Inc)
709,ESRT,ESRT (Empire State Realty Trust Inc)
710,ESS,ESS (Essex Property Trust Inc)
711,ESV,ESV (Ensco PLC)
712,ETFC,ETFC (E*TRADE Financial Corp)
713,ETH,ETH (Ethan Allen Interiors Inc)
714,ETM,ETM (Entercom Communications Corp)
715,ETN,ETN (Eaton Corporation PLC)
716,ETR,ETR (Entergy Corp)
717,ETSY,ETSY (Etsy Inc)
718,EV,EV (Eaton Vance Corp)
719,EVA,EVA (Enviva Partners LP)
720,EVH,EVH (Evolent Health Inc)
721,EVR,EVR (Evercore Inc)
722,EVRI,EVRI (Everi Holdings Inc)
723,EVTC,EVTC (Evertec Inc)
724,EW,EW (Edwards Lifesciences Corp)
725,EWBC,EWBC (East West Bancorp Inc)
726,EXAS,EXAS (Exact Sciences Corp)
727,EXC,EXC (Exelon Corp)
728,EXEL,EXEL (Exelixis Inc)
729,EXLS,EXLS (Exlservice Holdings Inc)
730,EXP,EXP (Eagle Materials Inc)
731,EXPD,EXPD (Expeditors International of Washington Inc)
732,EXPE,EXPE (Expedia Inc)
733,EXPO,EXPO (Exponent Inc)
734,EXPR,EXPR (Express Inc)
735,EXR,EXR (Extra Space Storage Inc)
736,EXTN,EXTN (Exterran Corp)
737,EXTR,EXTR (Extreme Networks Inc)
738,EYE,EYE (National Vision Holdings Inc)
739,EZPW,EZPW (EZCORP Inc)
740,F,F (Ford Motor Co)
741,FAF,FAF (First American Financial Corp)
742,FANG,FANG (Diamondback Energy Inc)
743,FARO,FARO (FARO Technologies Inc)
744,FAST,FAST (Fastenal Co)
745,FATE,FATE (Fate Therapeutics Inc)
746,FB,FB (Facebook Inc)
747,FBC,FBC (Flagstar Bancorp Inc)
748,FBHS,FBHS (Fortune Brands Home & Security Inc)
749,FBK,FBK (FB Financial Corp)
750,FBNC,FBNC (First Bancorp)
751,FBP,FBP (First Bancorp)
752,FCBC,FCBC (First Community Bancshares Inc)
753,FCF,FCF (First Commonwealth Financial Corp)
754,FCFS,FCFS (FirstCash Inc)
755,FCN,FCN (FTI Consulting Inc)
756,FCNCA,FCNCA (First Citizens BancShares Inc)
757,FCPT,FCPT (Four Corners Property Trust Inc)
758,FCX,FCX (Freeport-McMoRan Inc)
759,FDC,FDC (First Data Corp)
760,FDEF,FDEF (First Defiance Financial Corp)
761,FDP,FDP (Fresh Del Monte Produce Inc)
762,FDS,FDS (FactSet Research Systems Inc)
763,FDX,FDX (FedEx Corp)
764,FE,FE (FirstEnergy Corp)
765,FELE,FELE (Franklin Electric Co Inc)
766,FELP,FELP (Foresight Energy LP)
767,FET,FET (Forum Energy Technologies Inc)
768,FEYE,FEYE (FireEye Inc)
769,FF,FF (FutureFuel Corp)
770,FFBC,FFBC (First Financial Bancorp)
771,FFG,FFG (FBL Financial Group Inc)
772,FFIC,FFIC (Flushing Financial Corp)
773,FFIN,FFIN (First Financial Bankshares Inc)
774,FFIV,FFIV (F5 Networks Inc)
775,FFWM,FFWM (First Foundation Inc)
776,FGEN,FGEN (FibroGen Inc)
777,FHB,FHB (First Hawaiian Inc)
778,FHN,FHN (First Horizon National Corp)
779,FI,FI (Franks International NV)
780,FIBK,FIBK (First Interstate BancSystem Inc)
781,FICO,FICO (Fair Isaac Corp)
782,FII,FII (Federated Investors Inc)
783,FIS,FIS (Fidelity National Information Services Inc)
784,FISV,FISV (Fiserv Inc)
785,FIT,FIT (Fitbit Inc)
786,FITB,FITB (Fifth Third Bancorp)
787,FIVE,FIVE (Five Below Inc)
788,FIVN,FIVN (Five9 Inc)
789,FIX,FIX (Comfort Systems USA Inc)
790,FIXX,FIXX (Homology Medicines Inc)
791,FIZZ,FIZZ (National Beverage Corp)
792,FL,FL (Foot Locker Inc)
793,FLEX,FLEX (Flex Ltd)
794,FLIC,FLIC (First of Long Island Corp)
795,FLIR,FLIR (FLIR Systems Inc)
796,FLO,FLO (Flowers Foods Inc)
797,FLOW,FLOW (SPX FLOW Inc)
798,FLR,FLR (Fluor Corp)
799,FLS,FLS (Flowserve Corp)
800,FLT,FLT (Fleetcor Technologies Inc)
801,FLWS,FLWS (1-800-Flowers.Com Inc)
802,FLXN,FLXN (Flexion Therapeutics Inc)
803,FMBH,FMBH (First Mid-Illinois Bancshares Inc)
804,FMBI,FMBI (First Midwest Bancorp Inc)
805,FMC,FMC (FMC Corp)
806,FN,FN (Fabrinet)
807,FNB,FNB (F.N.B. Corp)
808,FND,FND (Floor & Decor Holdings Inc)
809,FNKO,FNKO (Funko Inc)
810,FNSR,FNSR (Finisar Corp)
811,FOE,FOE (Ferro Corp)
812,FOLD,FOLD (Amicus Therapeutics Inc)
813,FOR,FOR (Forestar Group Inc)
814,FORM,FORM (FormFactor Inc)
815,FORR,FORR (Forrester Research Inc)
816,FOSL,FOSL (Fossil Group Inc)
817,FOX,FOX (Fox Corporation)
818,FOXF,FOXF (Fox Factory Holding Corp)
819,FR,FR (First Industrial Realty Trust Inc)
820,FRAC,FRAC (Keane Group Inc)
821,FRGI,FRGI (Fiesta Restaurant Group Inc)
822,FRME,FRME (First Merchants Corp)
823,FRPH,FRPH (FRP Holdings Inc)
824,FRPT,FRPT (Freshpet Inc)
825,FRT,FRT (Federal Realty Investment Trust)
826,FSB,FSB (Franklin Financial Network Inc)
827,FSCT,FSCT (Forescout Technologies Inc)
828,FSLR,FSLR (First Solar Inc)
829,FSS,FSS (Federal Signal Corp)
830,FTAI,FTAI (Fortress Transportation and Infrastructure Investors LLC)
831,FTI,FTI (TechnipFMC PLC)
832,FTNT,FTNT (Fortinet Inc)
833,FTV,FTV (Fortive Corp)
834,FUL,FUL (HB Fuller Co)
835,FULT,FULT (Fulton Financial Corp)
836,FUN,FUN (Cedar Fair LP)
837,FWONA,FWONA (Liberty Media Corp)
838,FWRD,FWRD (Forward Air Corp)
839,G,G (Genpact Ltd)
840,GABC,GABC (German American Bancorp Inc)
841,GATX,GATX (GATX Corp)
842,GBCI,GBCI (Glacier Bancorp Inc)
843,GBL,GBL (GAMCO Investors Inc)
844,GBLI,GBLI (Global Indemnity Ltd)
845,GBT,GBT (Global Blood Therapeutics Inc)
846,GBX,GBX (Greenbrier Companies Inc)
847,GCI,GCI (Gannett Co Inc)
848,GCP,GCP (GCP Applied Technologies Inc)
849,GD,GD (General Dynamics Corp)
850,GDDY,GDDY (GoDaddy Inc)
851,GDEN,GDEN (Golden Entertainment Inc)
852,GDI,GDI (Gardner Denver Holdings Inc)
853,GDOT,GDOT (Green Dot Corp)
854,GE,GE (General Electric Co)
855,GEF,GEF (Greif Inc)
856,GEL,GEL (Genesis Energy LP)
857,GEO,GEO (Geo Group Inc)
858,GES,GES (Guess? Inc)
859,GFF,GFF (Griffon Corp)
860,GGG,GGG (Graco Inc)
861,GHC,GHC (Graham Holdings Co)
862,GHDX,GHDX (Genomic Health Inc)
863,GHL,GHL (Greenhill & Co Inc)
864,GIII,GIII (G-III Apparel Group Ltd)
865,GILD,GILD (Gilead Sciences Inc)
866,GIS,GIS (General Mills Inc)
867,GKOS,GKOS (Glaukos Corp)
868,GLIBA,GLIBA (General Communication Inc)
869,GLP,GLP (Global Partners LP)
870,GLPI,GLPI (Gaming and Leisure Properties Inc)
871,GLT,GLT (P H Glatfelter Co)
872,GLUU,GLUU (Glu Mobile Inc)
873,GLW,GLW (Corning Inc)
874,GLYC,GLYC (GlycoMimetics Inc)
875,GM,GM (General Motors Co)
876,GME,GME (GameStop Corp)
877,GMED,GMED (Globus Medical Inc)
878,GMS,GMS (GMS Inc)
879,GNL,GNL (Global Net Lease Inc)
880,GNRC,GNRC (Generac Holdings Inc)
881,GNTX,GNTX (Gentex Corp)
882,GNW,GNW (Genworth Financial Inc)
883,GOLF,GOLF (Acushnet Holdings Corp)
884,GOOD,GOOD (Gladstone Commercial Corp)
885,GOOGL,GOOGL (Alphabet Inc)
886,GPC,GPC (Genuine Parts Co)
887,GPI,GPI (Group 1 Automotive Inc)
888,GPK,GPK (Graphic Packaging Holding Co)
889,GPMT,GPMT (Granite Point Mortgage Trust Inc)
890,GPN,GPN (Global Payments Inc)
891,GPOR,GPOR (Gulfport Energy Corp)
892,GPRE,GPRE (Green Plains Inc)
893,GPRO,GPRO (GoPro Inc)
894,GPS,GPS (Gap Inc)
895,GRA,GRA (W. R. Grace & Co)
896,GRBK,GRBK (Green Brick Partners Inc)
897,GRC,GRC (Gorman-Rupp Co)
898,GRMN,GRMN (Garmin Ltd)
899,GRPN,GRPN (Groupon Inc)
900,GRUB,GRUB (GrubHub Inc)
901,GS,GS (Goldman Sachs Group Inc)
902,GSBC,GSBC (Great Southern Bancorp Inc)
903,GSM,GSM (Ferroglobe PLC)
904,GT,GT (Goodyear Tire & Rubber Co)
905,GTE,GTE (Gran Tierra Energy Inc)
906,GTES,GTES (Gates Industrial Corporation PLC)
907,GTHX,GTHX (G1 Therapeutics Inc)
908,GTLS,GTLS (Chart Industries Inc)
909,GTN.A,GTN.A (Gray Television Inc)
910,GTT,GTT (GTT Communications Inc)
911,GTY,GTY (Getty Realty Corp)
912,GVA,GVA (Granite Construction Inc)
913,GWB,GWB (Great Western Bancorp Inc)
914,GWR,GWR (Genesee & Wyoming Inc)
915,GWRE,GWRE (Guidewire Software Inc)
916,GWW,GWW (W W Grainger Inc)
917,H,H (Hyatt Hotels Corp)
918,HA,HA (Hawaiian Holdings Inc)
919,HAE,HAE (Haemonetics Corp)
920,HAFC,HAFC (Hanmi Financial Corp)
921,HAIN,HAIN (Hain Celestial Group Inc)
922,HAL,HAL (Halliburton Co)
923,HALO,HALO (Halozyme Therapeutics Inc)
924,HAS,HAS (Hasbro Inc)
925,HASI,HASI (Hannon Armstrong Sustainable Infrastructure Capital Inc)
926,HBAN,HBAN (Huntington Bancshares Inc)
927,HBI,HBI (HanesBrands Inc)
928,HBNC,HBNC (Horizon Bancorp)
929,HCA,HCA (HCA Healthcare Inc)
930,HCC,HCC (Warrior Met Coal Inc)
931,HCKT,HCKT (Hackett Group Inc)
932,HCLP,HCLP (Hi Crush Partners LP)
933,HCP,HCP (HCP Inc)
934,HCSG,HCSG (Healthcare Services Group Inc)
935,HD,HD (Home Depot Inc)
936,HDS,HDS (HD Supply Holdings Inc)
937,HE,HE (Hawaiian Electric Industries Inc)
938,HEES,HEES (H&E Equipment Services Inc)
939,HEI,HEI (Heico Corp)
940,HELE,HELE (Helen of Troy Ltd)
941,HEP,HEP (Holly Energy Partners LP)
942,HES,HES (Hess Corp)
943,HESM,HESM (Hess Midstream Partners LP)
944,HF,HF (HFF Inc)
945,HFC,HFC (HollyFrontier Corp)
946,HFWA,HFWA (Heritage Financial Corp)
947,HGV,HGV (Hilton Grand Vacations Inc)
948,HHC,HHC (Howard Hughes Corp)
949,HI,HI (Hillenbrand Inc)
950,HIFR,HIFR (InfraREIT Inc)
951,HIG,HIG (Hartford Financial Services Group Inc)
952,HII,HII (Huntington Ingalls Industries Inc)
953,HIIQ,HIIQ (Health Insurance Innovations Inc)
954,HIW,HIW (Highwoods Properties Inc)
955,HK,HK (Halcon Resources Corp)
956,HL,HL (Hecla Mining Co)
957,HLF,HLF (Herbalife Ltd)
958,HLI,HLI (Houlihan Lokey Inc)
959,HLIT,HLIT (Harmonic Inc)
960,HLNE,HLNE (Hamilton Lane Inc)
961,HLT,HLT (Hilton Worldwide Holdings Inc)
962,HLX,HLX (Helix Energy Solutions Group Inc)
963,HMHC,HMHC (Houghton Mifflin Harcourt Co)
964,HMN,HMN (Horace Mann Educators Corp)
965,HMST,HMST (HomeStreet Inc)
966,HMSY,HMSY (HMS Holdings Corp)
967,HMTV,HMTV (Hemisphere Media Group Inc)
968,HNI,HNI (HNI Corp)
969,HOG,HOG (Harley-Davidson Inc)
970,HOLX,HOLX (Hologic Inc)
971,HOMB,HOMB (Home BancShares Inc)
972,HOME,HOME (At Home Group Inc)
973,HON,HON (Honeywell International Inc)
974,HONE,HONE (HarborOne Bancorp Inc)
975,HOPE,HOPE (Hope Bancorp Inc)
976,HP,HP (Helmerich and Payne Inc)
977,HPE,HPE (Hewlett Packard Enterprise Co)
978,HPP,HPP (Hudson Pacific Properties Inc)
979,HPQ,HPQ (HP Inc)
980,HPT,HPT (Hospitality Properties Trust)
981,HQY,HQY (HealthEquity Inc)
982,HR,HR (Healthcare Realty Trust Inc)
983,HRB,HRB (H & R Block Inc)
984,HRC,HRC (Hill-Rom Holdings Inc)
985,HRI,HRI (Herc Holdings Inc)
986,HRL,HRL (Hormel Foods Corp)
987,HRS,HRS (Harris Corp)
988,HRTX,HRTX (Heron Therapeutics Inc)
989,HSC,HSC (Harsco Corp)
990,HSIC,HSIC (Henry Schein Inc)
991,HSII,HSII (Heidrick & Struggles International Inc)
992,HSKA,HSKA (Heska Corp)
993,HST,HST (Host Hotels & Resorts Inc)
994,HSTM,HSTM (HealthStream Inc)
995,HSY,HSY (Hershey Co)
996,HT,HT (Hersha Hospitality Trust)
997,HTA,HTA (Healthcare Trust Of America Inc)
998,HTBI,HTBI (Hometrust Bancshares Inc)
999,HTBK,HTBK (Heritage Commerce Corp)
1000,HTH,HTH (Hilltop Holdings Inc)
1001,HTLD,HTLD (Heartland Express Inc)
1002,HTLF,HTLF (Heartland Financial USA Inc)
1003,HTZ,HTZ (Hertz Global Holdings Inc)
1004,HUBB,HUBB (Hubbell Inc)
1005,HUBG,HUBG (Hub Group Inc)
1006,HUBS,HUBS (HubSpot Inc)
1007,HUM,HUM (Humana Inc)
1008,HUN,HUN (Huntsman Corp)
1009,HURN,HURN (Huron Consulting Group Inc)
1010,HWC,HWC (Hancock Holding Co)
1011,HXL,HXL (Hexcel Corp)
1012,HY,HY (Hyster-Yale Materials Handling Inc)
1013,HZNP,HZNP (Horizon Pharma PLC)
1014,IAC,IAC (IAC/InterActiveCorp)
1015,IART,IART (Integra LifeSciences Holdings Corp)
1016,IBCP,IBCP (Independent Bank Corp)
1017,IBKC,IBKC (IBERIABANK Corp)
1018,IBKR,IBKR (Interactive Brokers Group Inc)
1019,IBM,IBM (International Business Machines Corp)
1020,IBOC,IBOC (International Bancshares Corp)
1021,IBP,IBP (Installed Building Products Inc)
1022,IBTX,IBTX (Independent Bank Group Inc)
1023,ICE,ICE (Intercontinental Exchange Inc)
1024,ICFI,ICFI (ICF International Inc)
1025,ICPT,ICPT (Intercept Pharmaceuticals Inc)
1026,ICUI,ICUI (ICU Medical Inc)
1027,IDA,IDA (Idacorp Inc)
1028,IDCC,IDCC (InterDigital Inc)
1029,IDXX,IDXX (IDEXX Laboratories Inc)
1030,IEP,IEP (Icahn Enterprises LP)
1031,IEX,IEX (IDEX Corp)
1032,IFF,IFF (International Flavors & Fragrances Inc)
1033,IGT,IGT (International Game Technology PLC)
1034,IHC,IHC (Independence Holding Co)
1035,IIIN,IIIN (Insteel Industries Inc)
1036,IIVI,IIVI (II-VI Inc)
1037,ILMN,ILMN (Illumina Inc)
1038,ILPT,ILPT (Industrial Logistics Properties Trust)
1039,IMAX,IMAX (Imax Corp)
1040,IMGN,IMGN (ImmunoGen Inc)
1041,IMKTA,IMKTA (Ingles Markets Inc)
1042,IMMU,IMMU (Immunomedics Inc)
1043,IMO,IMO (Imperial Oil Ltd)
1044,INCY,INCY (Incyte Corp)
1045,INDB,INDB (Independent Bank Corp)
1046,INFN,INFN (Infinera Corp)
1047,INFO,INFO (IHS Markit Ltd)
1048,INGN,INGN (Inogen Inc)
1049,INGR,INGR (Ingredion Inc)
1050,INN,INN (Summit Hotel Properties Inc)
1051,INOV,INOV (Inovalon Holdings Inc)
1052,INSM,INSM (Insmed Inc)
1053,INSP,INSP (Inspire Medical Systems Inc)
1054,INST,INST (Instructure Inc)
1055,INSW,INSW (International Seaways Inc)
1056,INSY,INSY (INSYS Therapeutics Inc)
1057,INT,INT (World Fuel Services Corp)
1058,INTC,INTC (Intel Corp)
1059,INTL,INTL (INTL FCStone Inc)
1060,INTU,INTU (Intuit Inc)
1061,INVA,INVA (Innoviva Inc)
1062,INVH,INVH (Invitation Homes Inc)
1063,IONS,IONS (Ionis Pharmaceuticals Inc)
1064,IOSP,IOSP (Innospec Inc)
1065,IOVA,IOVA (Iovance Biotherapeutics Inc)
1066,IP,IP (International Paper Co)
1067,IPAR,IPAR (Inter Parfums Inc)
1068,IPG,IPG (Interpublic Group of Companies Inc)
1069,IPGP,IPGP (IPG Photonics Corp)
1070,IPHI,IPHI (Inphi Corp)
1071,IPHS,IPHS (Innophos Holdings Inc)
1072,IQV,IQV (Iqvia Holdings Inc)
1073,IR,IR (Ingersoll-Rand PLC)
1074,IRBT,IRBT (iRobot Corp)
1075,IRDM,IRDM (Iridium Communications Inc)
1076,IRET,IRET (Investors Real Estate Trust)
1077,IRM,IRM (Iron Mountain Inc)
1078,IRT,IRT (Independence Realty Trust Inc)
1079,IRTC,IRTC (Irhythm Technologies Inc)
1080,IRWD,IRWD (Ironwood Pharmaceuticals Inc)
1081,ISBC,ISBC (Investors Bancorp Inc)
1082,ISCA,ISCA (International Speedway Corp)
1083,ISRG,ISRG (Intuitive Surgical Inc)
1084,IT,IT (Gartner Inc)
1085,ITCI,ITCI (Intra-Cellular Therapies Inc)
1086,ITGR,ITGR (Integer Holdings Corp)
1087,ITRI,ITRI (Itron Inc)
1088,ITT,ITT (ITT Inc)
1089,ITW,ITW (Illinois Tool Works Inc)
1090,IVR,IVR (Invesco Mortgage Capital Inc)
1091,IVZ,IVZ (Invesco Ltd)
1092,JACK,JACK (Jack in the Box Inc)
1093,JAG,JAG (Jagged Peak Energy Inc)
1094,JAZZ,JAZZ (Jazz Pharmaceuticals PLC)
1095,JBGS,JBGS (JBG SMITH Properties)
1096,JBHT,JBHT (J B Hunt Transport Services Inc)
1097,JBL,JBL (Jabil Inc)
1098,JBLU,JBLU (JetBlue Airways Corp)
1099,JBSS,JBSS (John B Sanfilippo & Son Inc)
1100,JBT,JBT (John Bean Technologies Corp)
1101,JCI,JCI (Johnson Controls International PLC)
1102,JCOM,JCOM (J2 Global Inc)
1103,JCP,JCP (J C Penney Company Inc)
1104,JEC,JEC (Jacobs Engineering Group Inc)
1105,JEF,JEF (Leucadia National Corp)
1106,JELD,JELD (Jeld-Wen Holding Inc)
1107,JHG,JHG (Janus Henderson Group PLC)
1108,JJSF,JJSF (J & J Snack Foods Corp)
1109,JKHY,JKHY (Jack Henry & Associates Inc)
1110,JLL,JLL (Jones Lang LaSalle Inc)
1111,JNJ,JNJ (Johnson & Johnson)
1112,JNPR,JNPR (Juniper Networks Inc)
1113,JOE,JOE (St. Joe Co)
1114,JOUT,JOUT (Johnson Outdoors Inc)
1115,JPM,JPM (JPMorgan Chase & Co)
1116,JRVR,JRVR (James River Group Holdings Ltd)
1117,JW.A,JW.A (John Wiley & Sons Inc)
1118,JWN,JWN (Nordstrom Inc)
1119,K,K (Kellogg Co)
1120,KAI,KAI (Kadant Inc)
1121,KALU,KALU (Kaiser Aluminum Corp)
1122,KAMN,KAMN (Kaman Corp)
1123,KAR,KAR (KAR Auction Services Inc)
1124,KBAL,KBAL (Kimball International Inc)
1125,KBH,KBH (KB Home)
1126,KBR,KBR (KBR Inc)
1127,KDP,KDP (Keurig Dr Pepper Inc.)
1128,KELYA,KELYA (Kelly Services Inc)
1129,KEM,KEM (KEMET Corp)
1130,KEX,KEX (Kirby Corp)
1131,KEY,KEY (KeyCorp)
1132,KEYS,KEYS (Keysight Technologies Inc)
1133,KFRC,KFRC (Kforce Inc)
1134,KFY,KFY (Korn/Ferry International)
1135,KHC,KHC (Kraft Heinz Co)
1136,KIM,KIM (Kimco Realty Corp)
1137,KKR,KKR (KKR & Co LP)
1138,KLAC,KLAC (KLA-Tencor Corp)
1139,KLIC,KLIC (Kulicke and Soffa Industries Inc)
1140,KMB,KMB (Kimberly-Clark Corp)
1141,KMI,KMI (Kinder Morgan Inc)
1142,KMPR,KMPR (Kemper Corp)
1143,KMT,KMT (Kennametal Inc)
1144,KMX,KMX (Carmax Inc)
1145,KN,KN (Knowles Corp)
1146,KNL,KNL (Knoll Inc)
1147,KNSL,KNSL (Kinsale Capital Group Inc)
1148,KNX,KNX (Knight-Swift Transportation Holdings Inc)
1149,KO,KO (Coca-Cola Co)
1150,KOP,KOP (Koppers Holdings Inc)
1151,KOS,KOS (Kosmos Energy Ltd)
1152,KPTI,KPTI (Karyopharm Therapeutics Inc)
1153,KR,KR (Kroger Co)
1154,KRA,KRA (Kraton Corp)
1155,KRC,KRC (Kilroy Realty Corp)
1156,KREF,KREF (KKR Real Estate Finance Trust Inc)
1157,KRG,KRG (Kite Realty Group Trust)
1158,KRNY,KRNY (Kearny Financial Corp)
1159,KRO,KRO (Kronos Worldwide Inc)
1160,KSS,KSS (Kohls Corp)
1161,KSU,KSU (Kansas City Southern)
1162,KTOS,KTOS (Kratos Defense and Security Solutions Inc)
1163,KW,KW (Kennedy-Wilson Holdings Inc)
1164,KWR,KWR (Quaker Chemical Corp)
1165,L,L (Loews Corp)
1166,LABL,LABL (Multi-Color Corp)
1167,LAD,LAD (Lithia Motors Inc)
1168,LADR,LADR (Ladder Capital Corp)
1169,LAMR,LAMR (Lamar Advertising Co)
1170,LANC,LANC (Lancaster Colony Corp)
1171,LASR,LASR (Nlight Inc)
1172,LAUR,LAUR (Laureate Education Inc)
1173,LAZ,LAZ (Lazard Ltd)
1174,LB,LB (L Brands Inc)
1175,LBAI,LBAI (Lakeland Bancorp Inc)
1176,LBC,LBC (Luther Burbank Corp)
1177,LBRDA,LBRDA (Liberty Broadband Corp)
1178,LBRT,LBRT (Liberty Oilfield Services Inc)
1179,LBTYA,LBTYA (Liberty Global PLC)
1180,LC,LC (LendingClub Corp)
1181,LCII,LCII (LCI Industries)
1182,LDL,LDL (Lydall Inc)
1183,LDOS,LDOS (Leidos Holdings Inc)
1184,LEA,LEA (Lear Corp)
1185,LECO,LECO (Lincoln Electric Holdings Inc)
1186,LEG,LEG (Leggett & Platt Inc)
1187,LEN,LEN (Lennar Corp)
1188,LFUS,LFUS (Littelfuse Inc)
1189,LGF.A,LGF.A (Lions Gate Entertainment Corp)
1190,LGIH,LGIH (LGI Homes Inc)
1191,LGND,LGND (Ligand Pharmaceuticals Inc)
1192,LH,LH (Laboratory Corporation of America Holdings)
1193,LHCG,LHCG (LHC Group Inc)
1194,LII,LII (Lennox International Inc)
1195,LILA,LILA (Liberty Latin America Ltd)
1196,LIND,LIND (Lindblad Expeditions Holdings Inc)
1197,LION,LION (Fidelity Southern Corp)
1198,LITE,LITE (Lumentum Holdings Inc)
1199,LIVN,LIVN (LivaNova PLC)
1200,LKFN,LKFN (Lakeland Financial Corp)
1201,LKQ,LKQ (LKQ Corp)
1202,LLL,LLL (L3 Technologies Inc)
1203,LLNW,LLNW (Limelight Networks Inc)
1204,LLY,LLY (Eli Lilly and Co)
1205,LM,LM (Legg Mason Inc)
1206,LMAT,LMAT (LeMaitre Vascular Inc)
1207,LMNX,LMNX (Luminex Corp)
1208,LMT,LMT (Lockheed Martin Corp)
1209,LNC,LNC (Lincoln National Corp)
1210,LNG,LNG (Cheniere Energy Inc)
1211,LNN,LNN (Lindsay Corp)
1212,LNT,LNT (Alliant Energy Corp)
1213,LNTH,LNTH (Lantheus Holdings Inc)
1214,LOB,LOB (Live Oak Bancshares Inc)
1215,LOGI,LOGI (Logitech International SA)
1216,LOGM,LOGM (LogMeIn Inc)
