Date,Open,High,Low,Close,Adj Close,Volume
1994-05-02,45.093750,45.718750,44.593750,44.750000,27.616806,1736400
1994-05-09,44.625000,44.843750,44.171875,44.515625,27.472164,1919800
1994-05-16,44.609375,45.859375,44.500000,45.562500,28.118214,2646800
1994-05-23,45.515625,45.937500,45.343750,45.875000,28.311081,2082100
1994-05-30,45.734375,46.390625,45.562500,46.234375,28.532858,966000
1994-06-06,46.328125,46.468750,45.781250,46.109375,28.455723,515400
1994-06-13,46.046875,46.562500,45.812500,45.875000,28.311081,861300
1994-06-20,45.546875,45.625000,44.000000,44.062500,27.372290,1832800
1994-06-27,44.234375,45.015625,44.015625,44.562500,27.682888,6744100
1994-07-04,44.656250,44.984375,44.468750,44.906250,27.896441,501900
1994-07-11,44.937500,45.484375,44.515625,45.390625,28.197365,1457300
1994-07-18,45.390625,45.578125,45.062500,45.343750,28.168224,1105000
1994-07-25,45.359375,46.046875,45.171875,45.906250,28.517664,1981000
1994-08-01,45.937500,46.375000,45.656250,45.781250,28.440008,1506000
1994-08-08,45.828125,46.343750,45.718750,46.328125,28.779736,2335100
1994-08-15,46.375000,46.734375,46.156250,46.421875,28.837967,2272300
1994-08-22,46.437500,47.781250,46.281250,47.687500,29.624201,1089900
1994-08-29,47.812500,47.984375,47.218750,47.296875,29.381533,1136700
1994-09-05,47.265625,47.562500,46.812500,47.000000,29.197121,1030900
1994-09-12,47.000000,47.640625,46.781250,47.015625,29.206821,2293200
1994-09-19,47.125000,47.328125,45.734375,45.906250,28.691109,1363400
1994-09-26,46.078125,46.531250,45.984375,46.171875,28.857119,1227600
1994-10-03,46.203125,46.296875,45.000000,45.453125,28.407904,1152600
1994-10-10,45.656250,47.328125,45.640625,47.046875,29.403982,2474700
1994-10-17,47.000000,47.234375,46.359375,46.562500,29.101257,929200
1994-10-24,46.578125,47.703125,46.000000,47.656250,29.784834,844800
1994-10-31,47.546875,47.593750,46.328125,46.328125,28.954777,798500
1994-11-07,46.437500,47.328125,46.281250,46.406250,29.003613,1216100
1994-11-14,46.609375,47.093750,46.265625,46.468750,29.042662,979200
1994-11-21,46.437500,46.578125,44.609375,45.468750,28.417675,1445600
1994-11-28,45.453125,45.953125,45.046875,45.562500,28.476259,1161700
1994-12-05,45.656250,45.812500,44.687500,45.046875,28.154007,1418400
1994-12-12,44.953125,46.031250,44.953125,45.750000,28.593454,821500
1994-12-19,45.750000,46.265625,45.609375,46.062500,29.018288,2688100
1994-12-26,46.218750,46.406250,45.562500,45.562500,28.703310,2883000
1995-01-02,45.703125,46.250000,45.687500,46.046875,29.008436,1214300
1995-01-09,46.031250,46.734375,45.812500,46.734375,29.441566,699900
1995-01-16,46.718750,47.078125,46.453125,46.546875,29.323441,496900
1995-01-23,46.234375,47.234375,46.203125,47.109375,29.677803,202800
1995-01-30,47.015625,48.109375,46.843750,48.031250,30.258570,1071100
1995-02-06,48.015625,48.468750,47.968750,48.359375,30.465277,2168800
1995-02-13,48.328125,48.765625,48.250000,48.453125,30.524340,829800
1995-02-20,48.453125,49.156250,48.421875,49.000000,30.868856,1264800
1995-02-27,48.859375,49.031250,48.484375,48.781250,30.731054,1795600
1995-03-06,48.453125,49.390625,48.218750,49.265625,31.036194,678100
1995-03-13,49.234375,49.812500,49.171875,49.562500,31.223206,873400
1995-03-20,49.625000,50.218750,49.328125,50.218750,31.807890,625500
1995-03-27,50.296875,50.890625,49.546875,50.109375,31.738600,1339800
1995-04-03,50.093750,50.859375,50.062500,50.703125,32.114670,1081300
1995-04-10,50.625000,51.093750,50.593750,51.078125,32.352188,930000
1995-04-17,51.265625,51.312500,50.296875,50.890625,32.233425,1084300
1995-04-24,50.859375,51.671875,50.859375,51.593750,32.678780,1299600
1995-05-01,51.546875,52.687500,51.390625,52.187500,33.054867,2098100
1995-05-08,52.140625,52.875000,52.093750,52.750000,33.411133,1140300
1995-05-15,52.890625,53.156250,51.906250,52.093750,32.995472,1499700
1995-05-22,52.265625,53.421875,52.234375,52.562500,33.292397,1622100
1995-05-29,52.687500,53.921875,52.375000,53.546875,33.915894,1549000
1995-06-05,53.546875,54.046875,52.750000,53.062500,33.609070,910900
1995-06-12,53.234375,54.234375,53.203125,53.968750,34.183079,1487500
1995-06-19,54.125000,55.156250,54.093750,55.015625,35.050785,1193000
1995-06-26,54.859375,54.953125,54.062500,54.406250,34.662560,1276500
1995-07-03,54.468750,55.781250,54.468750,55.765625,35.528622,1103000
1995-07-10,55.812500,56.312500,55.453125,56.046875,35.707794,1783600
1995-07-17,56.125000,56.421875,54.203125,55.406250,35.299664,1292200
1995-07-24,55.484375,56.703125,55.484375,56.296875,35.867077,986900
1995-07-31,56.343750,56.796875,55.453125,55.984375,35.667992,2158000
1995-08-07,56.109375,56.312500,55.421875,55.656250,35.458939,1790100
1995-08-14,55.796875,56.406250,55.656250,56.171875,35.787441,1113300
1995-08-21,56.406250,56.640625,55.750000,56.296875,35.867077,1025800
1995-08-28,56.453125,56.750000,55.765625,56.656250,36.096054,2985300
1995-09-04,56.828125,57.546875,56.734375,57.546875,36.663456,852800
1995-09-11,57.640625,58.812500,57.578125,58.437500,37.230877,1528800
1995-09-18,58.234375,58.781250,57.781250,58.312500,37.349545,2106300
1995-09-25,58.375000,58.906250,57.593750,58.484375,37.459637,2313800
1995-10-02,58.484375,58.625000,57.953125,58.406250,37.409584,1725700
1995-10-09,58.187500,58.859375,57.265625,58.625000,37.549717,1635000
1995-10-16,58.453125,59.187500,58.296875,58.828125,37.679813,2066700
1995-10-23,58.546875,58.890625,57.281250,58.187500,37.269489,2520500
1995-10-30,58.328125,59.250000,58.234375,59.234375,37.939995,2353600
1995-11-06,59.218750,59.609375,58.625000,59.531250,38.130180,2325900
1995-11-13,59.421875,60.203125,59.078125,60.187500,38.550491,2589700
1995-11-20,60.281250,60.375000,59.859375,60.328125,38.640594,982000
1995-11-27,60.453125,61.203125,60.156250,60.984375,39.060913,2052600
1995-12-04,61.125000,62.531250,61.046875,62.156250,39.811504,2058800
1995-12-11,62.281250,62.796875,61.593750,61.812500,39.591312,1688300
1995-12-18,61.265625,61.515625,60.578125,61.203125,39.443371,4425100
1995-12-25,61.453125,61.656250,61.250000,61.484375,39.624615,1179400
1996-01-01,61.406250,62.625000,61.171875,61.593750,39.695103,2556800
1996-01-08,61.812500,62.062500,59.640625,60.234375,38.819027,2286700
1996-01-15,60.250000,61.421875,59.859375,61.265625,39.483639,1611800
1996-01-22,61.218750,62.265625,61.109375,62.234375,40.107967,3181600
1996-01-29,62.187500,64.015625,62.140625,63.640625,41.014248,1895000
1996-02-05,63.531250,66.375000,63.437500,65.828125,42.424026,3513200
1996-02-12,65.953125,66.687500,64.734375,64.937500,41.850048,3599400
1996-02-19,64.437500,66.609375,63.875000,65.937500,42.494507,3078100
1996-02-26,65.750000,65.890625,63.609375,64.890625,41.819847,5242200
1996-03-04,65.031250,65.968750,62.000000,63.500000,40.923626,4503400
1996-03-11,63.250000,64.812500,62.906250,64.125000,41.326420,5510800
1996-03-18,64.718750,65.937500,64.578125,65.156250,42.177517,3515500
1996-03-25,65.750000,65.812500,64.375000,64.687500,41.874096,4040400
1996-04-01,65.000000,65.718750,64.796875,65.515625,42.410152,2635100
1996-04-08,63.875000,64.640625,62.125000,63.718750,41.246986,6024900
1996-04-15,64.046875,64.859375,63.843750,64.531250,41.772930,3142900
1996-04-22,65.125000,65.812500,64.593750,65.437500,42.359589,2792100
1996-04-29,65.156250,65.796875,63.750000,64.312500,41.631340,3595100
1996-05-06,64.562500,65.593750,63.078125,65.375000,42.319115,4442800
1996-05-13,65.531250,67.312500,65.468750,67.187500,43.492413,2908000
1996-05-20,67.656250,68.437500,66.984375,68.171875,44.129631,3986300
1996-05-27,68.375000,68.375000,66.750000,66.875000,43.290112,2925300
1996-06-03,66.890625,68.500000,66.187500,67.625000,43.775627,3504300
1996-06-10,67.531250,68.031250,66.718750,66.937500,43.330585,5328300
1996-06-17,66.968750,67.218750,66.187500,66.812500,43.249649,4178800
1996-06-24,66.968750,67.500000,66.156250,67.109375,43.672024,3860400
1996-07-01,67.281250,67.703125,65.375000,65.578125,42.675537,2011900
1996-07-08,65.625000,65.984375,63.875000,64.562500,42.014629,5690000
1996-07-15,64.718750,64.718750,60.375000,63.968750,41.628231,10081300
1996-07-22,63.531250,63.937500,61.625000,63.718750,41.465546,7095100
1996-07-29,63.625000,66.593750,62.937500,66.562500,43.316151,6200300
1996-08-05,66.578125,66.765625,65.796875,66.218750,43.092426,3841900
1996-08-12,66.250000,66.875000,66.000000,66.843750,43.499153,3210900
1996-08-19,66.859375,67.343750,66.375000,66.859375,43.509331,2690400
1996-08-26,66.703125,67.000000,65.125000,65.328125,42.512867,3582800
1996-09-02,64.468750,66.750000,64.375000,65.937500,42.909401,4133700
1996-09-09,66.187500,68.625000,66.078125,68.562500,44.617653,4824700
1996-09-16,68.656250,69.156250,68.218750,68.640625,44.668488,3408800
1996-09-23,68.468750,69.250000,68.156250,68.687500,44.929035,4270700
1996-09-30,68.781250,70.343750,68.437500,70.343750,46.012398,2844900
1996-10-07,70.312500,70.687500,69.375000,70.312500,45.991955,3043600
1996-10-14,70.312500,71.312500,69.937500,71.218750,46.584736,3056900
1996-10-21,71.281250,71.625000,70.125000,70.312500,45.991955,3411600
1996-10-28,70.375000,71.156250,69.703125,70.593750,46.175938,3834300
1996-11-04,70.687500,73.437500,70.531250,73.421875,48.025814,6839400
1996-11-11,73.250000,74.500000,73.015625,74.031250,48.424435,4667400
1996-11-18,74.171875,75.250000,73.734375,75.171875,49.170513,4895600
1996-11-25,75.250000,76.687500,75.078125,76.015625,49.722435,6866000
1996-12-02,75.921875,76.578125,72.656250,74.312500,48.608387,10593000
1996-12-09,74.687500,75.671875,72.406250,73.312500,47.954300,9262600
1996-12-16,73.500000,75.718750,71.875000,74.843750,48.955902,9333600
1996-12-23,75.093750,76.031250,74.328125,75.875000,49.874332,3691400
1996-12-30,76.125000,76.125000,72.750000,75.093750,49.360809,6227300
1997-01-06,75.093750,76.250000,74.125000,76.125000,50.038651,7900500
1997-01-13,76.500000,77.750000,75.640625,77.562500,50.983562,7972100
1997-01-20,77.750000,79.687500,76.750000,76.750000,50.449501,10654400
1997-01-27,76.875000,79.406250,76.000000,78.406250,51.538181,12941600
1997-02-03,78.718750,79.468750,77.125000,79.218750,52.072239,8468600
1997-02-10,79.250000,81.562500,78.125000,81.187500,53.366383,8227400
1997-02-17,81.343750,82.000000,80.140625,80.375000,52.832272,4519500
1997-02-24,79.968750,81.531250,79.062500,79.156250,52.031170,8813300
1997-03-03,78.750000,81.156250,78.687500,80.843750,53.140411,7331700
1997-03-10,80.937500,81.796875,79.062500,79.687500,52.380398,6911900
1997-03-17,79.250000,80.109375,77.875000,78.437500,51.558750,10494800
1997-03-24,78.500000,79.968750,76.156250,77.000000,50.807625,8505200
1997-03-31,76.906250,77.125000,74.156250,75.843750,50.044708,16145200
1997-04-07,76.187500,77.046875,73.375000,73.375000,48.415737,13090200
1997-04-14,73.734375,77.000000,73.312500,76.562500,50.518967,12110300
1997-04-21,76.750000,78.281250,75.468750,76.531250,50.498322,12368200
1997-04-28,76.500000,81.671875,76.375000,81.437500,53.735695,11833900
1997-05-05,81.656250,83.562500,81.187500,82.625000,54.519253,13166400
1997-05-12,82.937500,84.593750,82.875000,83.218750,54.911041,9143300
1997-05-19,83.312500,85.218750,82.750000,84.781250,55.942062,5892200
1997-05-26,84.375000,85.562500,83.125000,85.156250,56.189480,5673700
1997-06-02,85.343750,86.437500,84.078125,86.375000,56.993629,6796200
1997-06-09,86.437500,90.000000,86.343750,89.718750,59.200005,11120900
1997-06-16,89.750000,90.500000,88.937500,89.578125,59.107185,8247200
1997-06-23,89.406250,90.250000,87.343750,88.906250,58.892288,18783300
1997-06-30,88.906250,92.156250,87.875000,92.062500,60.983040,8634800
1997-07-07,92.375000,92.500000,90.031250,91.781250,60.796726,14276500
1997-07-14,91.890625,94.093750,91.062500,91.296875,60.475883,14547500
1997-07-21,91.281250,94.812500,90.687500,94.031250,62.287148,17775500
1997-07-28,94.250000,96.031250,93.421875,94.937500,62.887466,19588000
1997-08-04,94.781250,96.625000,92.406250,93.375000,61.852474,17039400
1997-08-11,93.750000,94.546875,89.625000,89.781250,59.471909,27840500
1997-08-18,90.375000,94.312500,89.343750,92.562500,61.314240,26486700
1997-08-25,92.781250,93.406250,89.718750,90.375000,59.865215,20602500
1997-09-01,90.687500,94.437500,90.593750,93.140625,61.697178,16243500
1997-09-08,93.718750,94.281250,90.250000,92.656250,61.376316,20076300
1997-09-15,92.656250,96.375000,92.187500,95.031250,62.949577,17871300
1997-09-22,95.500000,96.203125,93.625000,94.468750,62.806503,18248500
1997-09-29,94.500000,97.750000,94.156250,96.640625,64.250427,18847500
1997-10-06,97.312500,98.500000,96.218750,96.875000,64.406265,15010000
1997-10-13,97.343750,97.546875,93.000000,94.281250,62.681835,24237100
1997-10-20,94.843750,97.500000,93.671875,94.000000,62.494835,28179800
1997-10-27,93.015625,93.937500,84.375000,92.062500,61.206745,57368700
1997-11-03,93.187500,95.281250,91.437500,92.937500,61.788433,28065700
1997-11-10,93.625000,93.843750,90.093750,93.062500,61.871555,28753100
1997-11-17,94.375000,96.812500,92.750000,96.750000,64.323135,23230600
1997-11-24,96.000000,96.343750,94.625000,95.625000,63.575230,13108000
1997-12-01,96.218750,99.000000,96.031250,98.937500,65.777496,16459600
1997-12-08,98.968750,99.000000,94.906250,95.750000,63.658314,17101800
1997-12-15,96.250000,97.875000,92.375000,94.781250,63.014248,23011100
1997-12-22,95.437500,95.906250,93.250000,93.781250,62.597553,12534300
1997-12-29,94.593750,97.656250,94.437500,97.562500,65.121460,12416400
1998-01-05,97.843750,98.437500,91.906250,92.312500,61.617142,25860700
1998-01-12,91.125000,96.687500,90.906250,96.312500,64.287109,28343400
1998-01-19,96.687500,98.015625,95.000000,95.937500,64.036797,20684800
1998-01-26,96.375000,99.562500,95.406250,98.312500,65.622055,27332500
1998-02-02,99.906250,101.625000,99.718750,101.625000,67.833145,22667300
1998-02-09,101.718750,102.937500,100.718750,102.000000,68.083412,17181800
1998-02-16,102.812500,103.718750,102.156250,103.656250,69.188942,13157700
1998-02-23,104.250000,105.531250,102.937500,105.125000,70.169319,16726900
1998-03-02,105.250000,105.937500,103.156250,105.937500,70.711617,26169900
1998-03-09,105.531250,108.000000,105.250000,107.093750,71.483429,18355000
1998-03-16,107.843750,110.187500,107.531250,109.875000,73.339874,15427700
1998-03-23,109.718750,111.531250,109.000000,109.625000,73.383232,18329100
1998-03-30,109.625000,112.812500,108.968750,112.593750,75.370514,19672700
1998-04-06,113.250000,113.375000,109.750000,111.187500,74.429161,19470200
1998-04-13,111.375000,112.437500,110.000000,112.281250,75.161331,24363200
1998-04-20,112.000000,113.437500,110.343750,110.812500,74.178108,26749300
1998-04-27,109.375000,112.593750,107.625000,112.593750,75.370514,41418000
1998-05-04,112.718750,113.312500,109.343750,111.125000,74.387321,30101100
1998-05-11,111.562500,112.687500,110.343750,111.031250,74.324570,27726600
1998-05-18,110.718750,112.781250,109.828125,111.250000,74.471008,27646200
1998-05-25,112.093750,112.093750,107.578125,109.031250,72.985748,26782100
1998-06-01,108.968750,112.000000,107.875000,112.000000,74.973045,34267900
1998-06-08,111.937500,113.062500,108.250000,110.437500,73.927078,30907700
1998-06-15,108.812500,111.781250,107.500000,110.062500,73.676064,37157100
1998-06-22,110.250000,114.437500,110.062500,113.687500,76.344818,29422700
1998-06-29,114.250000,114.937500,113.062500,114.843750,77.121277,17231600
1998-07-06,114.781250,116.937500,114.562500,116.468750,78.212540,29732300
1998-07-13,116.562500,119.000000,116.062500,118.562500,79.618561,28371300
1998-07-20,118.750000,119.234375,112.875000,114.093750,76.617661,44925700
1998-07-27,113.625000,115.000000,111.312500,111.781250,75.064751,45257500
1998-08-03,111.781250,112.421875,105.593750,109.125000,73.280937,72464700
1998-08-10,108.750000,109.656250,105.500000,106.125000,71.266388,49420900
1998-08-17,106.000000,111.093750,105.500000,108.562500,72.903236,49240700
1998-08-24,109.250000,111.250000,102.156250,103.375000,69.419632,74853400
1998-08-31,103.750000,104.015625,93.625000,97.750000,65.642273,96249900
1998-09-07,100.875000,103.125000,96.812500,101.687500,68.286476,67125300
1998-09-14,102.875000,105.250000,101.093750,102.093750,68.559235,50014000
1998-09-21,99.625000,107.000000,98.937500,104.250000,70.254501,51170100
1998-09-28,105.312500,106.312500,97.218750,100.718750,67.874779,55061700
1998-10-05,99.593750,101.281250,92.218750,98.531250,66.400635,73110200
1998-10-12,100.625000,107.250000,98.750000,106.000000,71.433830,61057200
1998-10-19,105.687500,108.796875,105.500000,106.843750,72.002472,46220600
1998-10-26,107.718750,110.906250,106.031250,110.000000,74.129456,41077300
1998-11-02,110.812500,114.562500,110.187500,114.125000,76.909302,33667300
1998-11-09,113.937500,114.250000,111.687500,113.218750,76.298576,42108300
1998-11-16,114.218750,116.750000,112.890625,116.625000,78.594086,30461600
1998-11-23,117.468750,119.718750,117.156250,119.500000,80.531563,21426400
1998-11-30,119.015625,119.375000,115.093750,118.375000,79.773399,47636300
1998-12-07,118.062500,119.750000,115.562500,117.125000,78.931023,33885300
1998-12-14,116.156250,119.125000,113.750000,118.500000,79.857651,38130000
1998-12-21,119.250000,123.250000,119.000000,122.687500,82.954323,23339900
1998-12-28,123.250000,124.750000,122.000000,123.312500,83.376900,21740600
1999-01-04,123.375000,128.500000,121.718750,127.750000,86.377289,36948400
1999-01-11,127.687500,127.687500,120.375000,124.375000,84.095291,45376100
1999-01-18,125.296875,127.937500,121.781250,122.562500,82.869736,27529300
1999-01-25,123.281250,128.296875,121.906250,127.656250,86.313889,31565200
1999-02-01,128.687500,128.687500,123.218750,124.062500,83.883972,44189200
1999-02-08,125.093750,126.093750,121.328125,123.625000,83.588165,44309200
1999-02-15,124.750000,125.750000,122.218750,124.250000,84.010773,29134700
1999-02-22,124.437500,128.843750,122.687500,123.562500,83.545898,46991800
1999-03-01,123.656250,128.125000,121.781250,127.546875,86.239914,44099600
1999-03-08,128.281250,131.187500,127.250000,129.375000,87.476013,28515800
1999-03-15,129.937500,132.625000,129.500000,129.687500,87.687271,23499000
1999-03-22,130.062500,130.593750,125.625000,128.562500,87.137451,33397800
1999-03-29,129.156250,131.609375,128.125000,129.343750,87.667007,26362500
1999-04-05,130.937500,135.500000,130.250000,134.875000,91.415977,27695900
1999-04-12,133.468750,136.468750,131.000000,131.531250,89.149635,47462500
1999-04-19,132.687500,136.750000,128.375000,135.812500,92.051384,38799500
1999-04-26,136.500000,137.500000,131.500000,133.250000,90.314575,35114200
1999-05-03,133.437500,135.843750,131.843750,135.000000,91.500687,53439200
1999-05-10,134.843750,138.000000,131.500000,133.781250,90.674629,39302300
1999-05-17,133.625000,135.593750,132.375000,133.343750,90.378075,30627700
1999-05-24,133.843750,133.843750,128.000000,130.203125,88.249458,59197700
1999-05-31,130.125000,133.359375,128.015625,133.218750,90.293434,29551000
1999-06-07,133.437500,134.187500,129.093750,129.812500,87.984688,37470000
1999-06-14,130.687500,135.562500,129.546875,134.312500,91.034729,31428100
1999-06-21,134.468750,135.250000,130.656250,131.703125,89.535591,33401900
1999-06-28,132.687500,139.500000,132.500000,139.406250,94.772408,42553500
1999-07-05,139.250000,140.750000,138.515625,140.500000,95.515968,24530100
1999-07-12,140.937500,142.156250,138.656250,141.812500,96.408287,20926500
1999-07-19,142.187500,142.250000,135.125000,135.750000,92.286819,28547900
1999-07-26,134.875000,137.312500,132.562500,132.750000,90.247345,27952300
1999-08-02,132.750000,134.750000,128.843750,130.375000,88.632721,35868500
1999-08-09,130.593750,133.250000,127.000000,133.156250,90.523499,36257100
1999-08-16,133.125000,134.843750,131.687500,133.906250,91.033363,23202300
1999-08-23,134.812500,138.781250,134.656250,135.062500,91.819374,31492300
1999-08-30,135.343750,136.500000,130.656250,135.968750,92.435471,43026700
1999-09-06,136.062500,136.625000,133.687500,135.875000,92.371796,19832700
1999-09-13,135.125000,135.468750,130.312500,133.750000,90.927132,36960900
1999-09-20,133.937500,134.000000,126.312500,127.750000,87.092773,51145200
1999-09-27,128.750000,129.750000,125.562500,128.468750,87.582756,44240000
1999-10-04,129.187500,133.875000,128.687500,133.875000,91.268456,44835700
1999-10-11,133.593750,134.125000,124.500000,124.875000,85.132774,48238300
1999-10-18,124.937500,131.218750,123.437500,130.093750,88.690628,51326100
1999-10-25,129.312500,137.687500,127.812500,137.000000,93.398903,41302200
1999-11-01,136.500000,139.109375,134.593750,137.875000,93.995468,33084700
1999-11-08,137.000000,139.984375,136.078125,139.750000,95.273674,32185500
1999-11-15,139.843750,143.000000,139.406250,142.500000,97.148476,28514400
1999-11-22,142.437500,143.000000,140.000000,141.437500,96.424118,16227000
1999-11-29,140.875000,145.343750,139.000000,143.843750,98.064598,38754500
1999-12-06,143.531250,143.718750,139.375000,141.875000,96.722366,30066500
1999-12-13,141.437500,143.312500,140.031250,142.687500,97.276306,27459200
1999-12-20,142.562500,146.484375,141.093750,146.484375,100.109940,23689200
1999-12-27,146.500000,147.562500,145.062500,146.875000,100.376900,16590500
2000-01-03,148.250000,148.250000,137.250000,145.750000,99.608055,42725700
2000-01-10,146.250000,147.468750,142.875000,146.968750,100.440948,32748700
2000-01-17,145.343750,147.000000,143.812500,144.437500,98.711052,24691300
2000-01-24,145.656250,145.843750,135.531250,135.875000,92.859306,45836400
2000-01-31,135.812500,144.000000,135.000000,142.593750,97.451012,38317400
2000-02-07,142.562500,144.562500,138.031250,138.687500,94.781425,35834100
2000-02-14,139.781250,141.218750,134.625000,135.312500,92.474899,45445900
2000-02-21,135.187500,137.468750,133.093750,133.328125,91.118752,56469300
2000-02-28,133.375000,141.718750,132.718750,141.125000,96.447258,48878800
2000-03-06,140.812500,142.000000,135.031250,140.125000,95.763870,57263100
2000-03-13,136.687500,148.000000,135.687500,146.937500,100.419624,64979500
2000-03-20,146.875000,155.750000,144.500000,153.562500,105.213974,57492300
2000-03-27,153.375000,153.781250,147.125000,150.375000,103.030037,40621500
2000-04-03,150.125000,153.000000,141.390625,151.437500,103.758018,48883000
2000-04-10,151.750000,153.109375,133.500000,136.000000,93.180939,71239600
2000-04-17,135.187500,145.125000,134.687500,143.812500,98.533745,50078700
2000-04-24,141.500000,148.750000,140.500000,145.093750,99.411575,59044900
2000-05-01,146.562500,148.484375,139.781250,143.531250,98.341011,43196900
2000-05-08,142.750000,143.468750,137.750000,142.812500,97.848541,34030200
2000-05-15,142.750000,147.718750,140.406250,141.125000,96.692390,29384700
2000-05-22,141.250000,141.812500,136.500000,138.000000,94.551285,42993000
2000-05-29,140.000000,149.093750,139.468750,147.843750,101.295746,29343000
2000-06-05,147.468750,148.218750,145.625000,146.593750,100.439301,25584900
2000-06-12,146.968750,148.875000,144.625000,146.593750,100.439301,28107200
2000-06-19,146.468750,149.156250,143.875000,144.375000,99.152031,27055700
2000-06-26,145.375000,146.984375,143.515625,145.281250,99.774384,28474400
